headlines,description,content,url,category
Shell hikes diesel prices by Rs 20 a litre,"Shell India has hiked diesel prices by as much as Rs 20 per litre in less than a week's time, but the dominant public sector fuel retailers continue to keep rates on freeze for a record 18th month in a row.","Shell India has hiked diesel prices by as much as Rs 20 per litre in less than a week’s time, but the dominant public sector fuel retailers continue to keep rates on freeze for a record 18th month in a row.
With international oil prices hovering around USD 90 per barrel, the India unit of the world’s second-largest oil and gas company last week started raising fuel prices by Rs 4 per litre every day, company dealers and industry sources said.
The result is Shell India, whose 346 petrol pumps are mostly concentrated in the southern and western states, is now selling diesel at Rs 130 per litre in Mumbai and Rs 129 in Chennai.
Petrol at Shell bunks costs Rs 117-118 a litre.
ADVERTISEMENT
This compares to a price of Rs 106.31 a litre for petrol at public sector company’s petrol pumps in Mumbai and Rs 102.63 in Chennai. Diesel at PSU pumps costs Rs 94.27 a litre in Mumbai and Rs 94.24 in Chennai.
In Bengaluru, Shell is selling diesel for Rs 122 as compared to Rs 87.92 a litre rate at petrol pumps owned by public sector firms and Rs 87.99 per price at Reliance-BP bunks.
Dealers said a Rs 4 a litre hike is in offing in diesel prices at Shell pumps on Thursday as well and rates will continue at that level for the remainder of October. Diesel price in Mumbai will hit Rs 134 a litre on Thursday.
Shell does not own an oil refinery, which converts crude oil extracted from below ground or seabed into fuels like petrol and diesel, in the country. It sources products and market prices and has revised rates to reflect a surge in international oil prices since August.
ADVERTISEMENT
Reached for comments, a company spokesperson said: “Shell India confirms price increase in diesel. We understand our customers’ concerns; however, we have decided to increase the diesel prices due to the volatile market conditions.” “Our pricing depends on various factors, such as government taxes and duties, distribution costs, and operational expenses. We strive to give our customers the best value possible: providing high-quality fuels to help enhance engine performance and efficiency,” the spokesperson said.
State-owned Indian Oil Corporation (IOC), Bharat Petroleum Corporation Ltd (BPCL) and Hindustan Petroleum Corporation Ltd (HPCL) own 79,204 out of 87,677 petrol pumps in the country. Russia’s Rosneft-backed Nayara Energy is the largest private fuel retailer with 6,422 bunks while Reliance-BP has 1,633. Shell has 346 pumps.
Nayara, which owns a 20 million tonnes a year refinery at Vadinar in Gujarat, has so far not made any major price changes. Reliance too owns refineries in Gujarat.
ADVERTISEMENT
Sources said international oil prices had moderated in May/June this year, helping oil companies make handsome profits at the capped retail prices.
However, global rates started firming up in July and have turned margins negative. The basket of crude oil that India buys averaged close to USD 75 a litre in May and June but rose to USD 80.37 in July and USD 86.43 in August. In September, it averaged USD 93.54 per barrel and the average for this month is USD 92.72.
According to brokerage Nomura, state-owned fuel retailers lost Rs 7 per litre at the current retail prices.
International oil prices have been turbulent in the last couple of years. It dipped into the negative zone at the start of the pandemic in 2020 and swung wildly in 2022 — climbing to a 14-year high of nearly USD 140 per barrel in March 2022 after Russia invaded Ukraine, before sliding on weaker demand from top importer China and worries of an economic contraction.
But for a nation that is 85 per cent dependent on imports, the spike meant adding to already firming inflation and derailing the economic recovery from the pandemic.
ADVERTISEMENT
IOC, BPCL and HPCL, which control roughly 90 per cent of the market, temporarily abandoned the daily price revision in late 2021 and have not revised petrol and diesel prices in line with the cost. They stopped daily price revision in early November 2021 when rates across the country hit an all-time high, prompting the government to roll back a part of the excise duty hike it had effected during the pandemic to take advantage of low oil prices.
The freeze continued into 2022 but the war-led spike in international oil prices prompted a Rs 10 a litre hike in petrol and diesel prices from mid-March before another round of excise duty cut rolled back all of the Rs 13 a litre and Rs 16 per litre increase in taxes on petrol and diesel effected during the pandemic.
ADVERTISEMENT
That followed the current price freeze that began on April 6, which still continues.
Holding prices when input cost was higher than retail selling prices led to the three firms posting net earnings loss. They posted a combined net loss of Rs 21,201.18 crore during April-September 2022 despite accounting for Rs 22,000 crore announced but not paid LPG subsidy.
They posted profits in subsequent quarters.",https://indianexpress.com/article/business/commodities/shell-hikes-diesel-prices-by-rs-20-a-litre-8968253/,business
TikTok ends retail business in Indonesia after ban on social media shopping,The Chinese-owned video sharing app said in a statement it will stop facilitating e-commerce sales in TikTok Shop Indonesia by 5 pm Wednesday.,"TikTok said it will halt its online retail operation in Indonesia on Wednesday to comply with the country’s decision to ban e-commerce transactions on social media platforms — a big blow to the video platform’s fastest-growing market.
The Indonesian government announced the new regulation, which prohibits social media companies from facilitating sales of products on their platforms, on Sept 28 in a bid to protect small businesses from e-commerce competition, accusing the popular apps and websites of predatory pricing.
The Chinese-owned video sharing app said in a statement it will stop facilitating e-commerce sales in TikTok Shop Indonesia by 5 pm Wednesday.
ADVERTISEMENT
“Our priority is to remain compliant with local laws and regulations,” said the statement released Tuesday on its website.
Indonesia’s Trade Minister Zulkifli Hasan said the ban aims to “prevent the domination of the algorithm and prevent the use of personal data in business interests” and “create a fair, healthy and beneficial electronic commerce ecosystem,” according to a statement released by the Trade Ministry when the ban was announced. It said marketplaces and sellers can only offer or promote goods and services.
A week before the ban was announced, Southeast Asia’s largest wholesale market, Tanah Abang, came under inspection.
Know More | Which countries have banned TikTok and why
Sellers at the market in the capital, Jakarta, were experiencing a more than 50% loss of profits because they could not compete with imported products sold online at much lower prices, according to Minister of Cooperatives and Small and Medium Enterprises Teten Masduki.
ADVERTISEMENT
He said TikTok was involved in predatory pricing that caused damages to local small- and medium-sized businesses, and that the new regulation “will justly regulate fair trade online and offline”.
Days after the ban was announced, TikTok Indonesia said it regretted the government’s decision — particularly the impact it would have on the millions of sellers who use TikTok Shop. But the company said it will respect the regulations and “will take a constructive path forward”.
Southeast Asia, a region home to more than 675 million people, is one of TikTok’s biggest markets in terms of user numbers, generating more than 325 million visitors to the app every month.
ADVERTISEMENT
TikTok, owned by China’s ByteDance, is also facing scrutiny from some governments and regulators because of concerns that Beijing could use the app to harvest user data or advance its interests.
Countries including the United States, Britain and New Zealand have banned the app on government phones, despite TikTok repeatedly denying that it has ever shared data with the Chinese government and would not do so if asked.",https://indianexpress.com/article/business/tiktok-ends-retail-business-indonesia-ban-social-media-shopping-8968127/,business
Govt hikes LPG subsidy for Ujjwala beneficiaries by 50% to Rs 300 per cylinder,"With Wednesday’s decision, a 14.2-kg domestic LPG cylinder in Delhi will effectively cost Rs 603 for PMUY beneficiaries, while for other domestic consumers, it will continue to be priced at Rs 903.","In the run-up to Assembly polls in five states later this year and Lok Sabha elections in 2024, the government on Wednesday increased the cooking gas subsidy for poor households under the Pradhan Mantri Ujjwala Yojana (PMUY) by Rs 100 per 14.2-kg cylinder to Rs 300. The decision is expected to benefit 9.6 crore households that are currently covered under the targetted subsidy scheme.
The decision, which was announced by Information and Broadcasting Minister Anurag Thakur after Wednesday’s meeting of the Union Cabinet, comes around a month after the government announced a price cut of Rs 200 per cylinder for all domestic liquefied petroleum gas (LGP) consumers including PMUY beneficiaries, and expanded the PMUY coverage to cover another 75 lakh poor households over three years.
Register to continue reading this story
Google
Facebook
Email
Already have an account? Sign in",https://indianexpress.com/article/business/govt-hikes-lpg-subsidy-for-ujjwala-beneficiaries-to-rs-300-per-cylinder-8968162/,business
RBI’s rate-setting panel starts deliberations amid expectation of status quo,The monetary policy review will be announced on Friday morning by RBI Governor Shaktikanta Das.,"RBI Governor Shaktikanta Das-headed Monetary Policy Committee (MPC) started its three-day meeting on Wednesday amid expectations of a status quo on the rate front in its bi-monthly monetary policy review.
The policy review will be announced on Friday morning.
In case of a status quo, interest rates for retail, as well as corporate borrowers, would remain stable. Experts believe that the Reserve Bank will retain the benchmark rate at 6.5 per cent in view of the elevated inflation and global factors.
The Reserve Bank started increasing the policy rate in May 2022 in tranches, in the wake of the Russia-Ukraine war and took it to 6.5 per cent in February this year. Since then, it has kept the rate unchanged in the last three successive bi-monthly monetary policy reviews.
ADVERTISEMENT
“The credit policy this time will most likely continue with the existing rate structure as well as policy stance. Hence, the repo rate will be retained at 6.5 per cent with the stance of withdrawal of accommodation,” opined Madan Sabnavis, Chief Economist, Bank of Baroda.
He further said retail inflation is still high at 6.8 per cent and expected to come down sharply in September and October, but there is still some pessimism on Kharif output especially relating to pulses which has the potential to push up prices further.
“But as the inflation trajectory is downwards, a rate hike can be ruled out. However, we may have to wait for a longer time for the MPC to cut the repo rate,” he said.
“With inflation still remaining high, a reduction in policy rate looks remote, but in the interest of MSMEs and the economy as a whole, we expect the RBI to maintain the status quo as any further increase will start hurting the growth of the economy,” Puneet Kaura, chairman, CII Delhi State Council and MD & CEO, Samtel Avionics said.
ADVERTISEMENT
Karthik Srinivasan, Senior Vice President & Group Head – Financial Sector Ratings, ICRA also expects the MPC to maintain status quo on the policy rate as well as the stance.
“The significant tightening in liquidity that was seen in the second half of September is unlikely to sustain, particularly with the release of liquidity from incremental CRR imposed in previous policy,” he said.
He further said, RBI is likely to remain cautious on sharp rise in interest rates in developing economies since the last policy review and the impact it may have on the capital flows, forex reserves and the exchange rate as well.
ADVERTISEMENT
The Reserve Bank has been mandated by the government to ensure the Consumer Price Index (CPI)-based inflation remains at 4 per cent, with a margin of 2 per cent on either side.
President of realtors’ body association NAREDCO Rajan Bandelkar said RBI’s accommodative stance is expected to persist during the October MPC meeting.
“While there has been a lengthy pause (on repo rate), there is a pressing need to shift our attention towards the real estate sector, especially during the ongoing festive season. Positive actions by the RBI at this juncture could play a pivotal role in achieving our housing targets,” he said.
The borrowing cost which started rising in May last year has stabilised with RBI keeping the repo rate unchanged at 6.5 per cent since February, when it was raised from 6.25 per cent. Later in the next three bi-monthly policy reviews in April, June and August the benchmark rate was retained.
Parijat Agrawal, head-fixed income, Union Asset Management Company, said the headline inflation is expected to cool down in September as compared to August, but it still remains above RBI’s comfort zone.
ADVERTISEMENT
“The recent spike in crude oil prices and global bond yields shall keep MPC vigilant on inflation-growth dynamics. The MPC is expected to maintain the status quo on rates and stance at the upcoming October meeting,” Agrawal said.
The MPC is entrusted with the responsibility of deciding the policy repo rate with the objective of achieving the inflation target, keeping in mind the objective of growth.
ADVERTISEMENT
In an off-cycle meeting in May 2022, the MPC raised the policy rate by 40 basis points and it was followed by rate hikes of varying sizes, in each of the five subsequent meetings till February 2023. The repo rate was raised by 250 basis points cumulatively between May 2022 and February 2023.
The MPC consists of three external members and three officials of the RBI. The external members on the panel are Shashanka Bhide, Ashima Goyal, and Jayanth R Varma. Besides Governor Das, the other RBI officials in MPC are Rajiv Ranjan (Executive Director) and Michael Debabrata Patra (Deputy Governor).",https://indianexpress.com/article/business/banking-and-finance/reserve-bank-rate-setting-panel-starts-deliberations-amid-expectation-status-quo-8968109/,business
E-gaming cos offer cashbacks to ride out GST storm; consolidation looms large as smaller players lose out,"As online gaming companies are devising ingenious ways to compensate their customers for GST deductions on their deposits, industry executives say the move will force smaller firms to shut down and increase barriers for new entrants in the sector.","As online gaming companies are devising ingenious ways to compensate their customers for goods and service tax (GST) deductions on their deposits, industry executives on Wednesday said the move will force smaller firms to shut down and increase barriers for new entrants in the sector – leading to a significant consolidation in the online gaming space.
The Indian Express earlier reported that as the industry deals with the fallout of the new GST regime, online gaming companies have come up with a new idea to avoid losing customers – by absorbing the GST deduction and compensating users for it for at least the next two to three years.
Register to continue reading this story
Google
Facebook
Email
Already have an account? Sign in",https://indianexpress.com/article/business/companies/e-gaming-cos-cashbacks-gst-storm-consolidation-looms-large-smaller-players-lose-out-8967871/,business
Housing sales across top 8 cities at 6-year high in July-September quarter: Knight Frank,"Housing sales grew by 12 per cent year-on-year in July-September to 82,612 units -- six-year high in quarterly sales volume, across eight major cities on strong demand, according to Knight Frank.","Housing sales grew by 12 per cent year-on-year in July-September to 82,612 units — six-year high in quarterly sales volume, across eight major cities on strong demand, according to Knight Frank.
Housing sales stood at 73,691 units in the year-ago period across eight major cities.
In its report released on Wednesday, Knight Frank India said, the growth in sales is noteworthy considering that it constitutes an almost six-year high in quarterly sales volumes.
ADVERTISEMENT
As per the data, housing sales in Mumbai rose 4 per cent to 22,308 units during the July-September quarter, from 21,450 units in the year-ago period.
In Delhi-NCR, housing sales grew 27 per cent to 13,981 units, from 11,014 units during the period under review.
Sales of residential properties in Bengaluru were up marginally to 13,169 units from 13,013 units, while Pune saw a 20 per cent growth in sales to 13,079 units from 10,899 units.
Housing sales in Hyderabad went up 5 per cent to 8,325 units from 7,900 units and in Ahmedabad, housing sales grew 6 per cent to 4,108 units from 3,887 units.
ADVERTISEMENT
Chennai witnessed a 5 per cent growth in sales to 3,870 units from 3,685 units, while in Kolkata housing sales jumped more than two fold to 3,772 units from 1,843 units.
“Price levels have also grown in tandem with demand across all markets in Y-o-Y terms,” Knight Frank said.
Housing prices in Hyderabad saw the most significant rise at 11 per cent YoY.
ADVERTISEMENT
Prices of residential properties rose 7 per cent in Kolkata, 6 per cent each in Bengaluru and Mumbai, 5 per cent in Pune, 4 per cent each in Ahmedabad and Delhi-NCR, and 3 per cent in Chennai.
“Residential sales continue to gain momentum, reaching multi-year highs. Although inventory levels have seen a significant rise due to developers launching projects to cater to this robust demand, the overall market health is improving, with strong sales velocity,” Shishir Baijal, Chairman and Managing Director of Knight Frank India, said.
Baijal further said, “elevated interest rates and prices have had little impact on higher-ticket-size homebuyers, but the affordable segment has been severely affected, necessitating further interventions to stimulate demand and enhance development viability”.",https://indianexpress.com/article/business/economy/housing-sales-top-8-cities-6-year-high-july-september-quarter-8967775/,business
L&T bags ‘significant’ order from West Bengal Power Development Corp,"L&T did not provide the value of the contracts but said the orders fall under ""significant"" category, which ranges between Rs 1,000 crore and Rs 2,500 crore, as per its classification of contracts.","Engineering and construction conglomerate Larsen & Toubro (L&T) on Wednesday said its power business arm has bagged an order worth up to Rs 2,500 crore from the West Bengal Power Development Corporation Limited.
The company did not provide value of the contracts but said the orders fall under “significant” category, which ranges between Rs 1,000 crore and Rs 2,500 crore, as per its classification of contracts.
The Engineering, Procurement and Construction (EPC) order pertains to setting up of wet Flue Gas Desulphurization (FGD) systems for its Thermal Power Plant at Sagardighi in the state of West Bengal, the company said in a regulatory filing.
ADVERTISEMENT
For L&T, this will be the first FGD project from a state-owned power utility.
Installation of FGD systems in existing and upcoming thermal power plants has been made mandatory by the Ministry of Environment, Forest and Climate Change, Government of India, to curtail SO2 emissions, the filing said.
With this order, L&T is poised to install FGD projects for thermal plants totaling more than 19 GW, actively contributing to the government’s initiative of reducing SO2 emissions, it added.
Larsen & Toubro is an Indian multinational engaged in EPC Projects, hi-tech manufacturing and services with over USD 21 billion in revenue.",https://indianexpress.com/article/business/companies/larsen-toubro-significant-order-west-bengal-power-development-corp-8967720/,business
"India, Japan launch $600 million fund for low carbon emission projects","The India-Japan Fund will target investment in sustainable projects in areas such as renewable energy, e-mobility and waste management, the NIIF, launched in 2015 as India's first state-backed fund, said in a statement.","India’s quasi-sovereign wealth fund, the National Investment and Infrastructure Fund (NIIF), and the Japan Bank for International Cooperation (JBIC) launched on Wednesday a $600-million fund to invest in sustainability projects.
JBIC will contribute 51% of that figure, and India the rest, the Indian government said in a statement.
The India-Japan Fund will target investment in sustainable projects in areas such as renewable energy, e-mobility and waste management, the NIIF, launched in 2015 as India’s first state-backed fund, said in a statement.
ADVERTISEMENT
It will also look to boost collaboration between Indian and Japanese firms amid an “unstable world situation and problems such as a severed supply chain,” said Hayashi Nobumitsu, the governor of the Japanese bank.
“Japanese companies are increasingly interested in entering the Indian market as a relocation destination for a production base or an investment destination,” he added.",https://indianexpress.com/article/business/india-japan-600-million-fund-low-carbon-emission-projects-8967697/,business
"HCLTech, Business Finland team up to drive digital innovation in generative AI, metaverse","HCLTech has entered into an agreement with Business Finland to drive innovation and growth in areas of generative AI, metaverse, space and quantum technologies.","IT services company HCL Technologies (HCLTech) has entered into an agreement with Business Finland to drive innovation and growth in areas of generative AI, metaverse, space and quantum technologies.
This alliance strengthens HCLTech’s presence in the Nordic region.
The Noida-headquartered IT services giant will get early access to emerging technologies and innovations in Finland, according to a release.
ADVERTISEMENT
The collaboration will enable Finnish companies and technology startups to take their solutions to global enterprises through HCLTech’s Innovation Network, eSTiPTM, which includes 1,500-plus startups, 14-plus venture capitalists, 16-plus trade commissions and five academic institutions globally.
Business Finland is the Finnish government organisation for innovation funding and trade, travel and investment promotion.
HCLTech’s global delivery model allows enterprises an easy scale of business operation and secure integration.
HCLTech and Business Finland will explore joint initiatives to empower startups with informative trends and insights on emerging technologies and help them market their solutions globally, the release added.",https://indianexpress.com/article/business/companies/hcltech-business-finland-team-up-digital-innovation-generative-ai-metaverse-8967637/,business
"Oil dips on high interest rate worries, OPEC+ panel awaits","Oil edged lower on Wednesday ahead of a panel meeting of OPEC+ ministers, as the market weighed expectations of supply tightness against fears that high interest rates could reduce fuel demand.","Oil edged lower on Wednesday ahead of a panel meeting of OPEC+ ministers, as the market weighed expectations of supply tightness against fears that high interest rates could reduce fuel demand.
Brent crude oil futures dipped 6 cents to $90.86 a barrel by 0345 GMT, while U.S. West Texas Intermediate crude (WTI), fell 5 cents to $89.18 per barrel.
Data on Tuesday night showed that U.S. job openings increased by the largest amount in more than two years, prompting a further sharp rise in Treasury yields.
ADVERTISEMENT
Along with fears that interest rates will stay high for some time, oil benchmarks also have been pressured by concerns that the strengthening dollar would dent demand, as it makes oil more expensive for holders of other currencies.
“A resilient labour market is deemed to be providing more room for the Federal Reserve (Fed) to keep rates high for longer,” said Yeap Jun Rong, market analyst at IG.
The Organization of the Petroleum Exporting Countries and allies, or OPEC+, is expected to keep output policy unchanged when it meets on Wednesday, after members Saudi Arabia and Russia extended output cuts to the end of the year.
Saudi Arabia is expected to raise its November official selling price of Arab Light crude to Asia for a fifth straight month, according to a Reuters survey, as market participants expect supplies of medium sour crude to remain tight.
ADVERTISEMENT
“The recent oil price reversal could be a reason for the cartel to keep their supply cuts unchanged in today’s review meeting,” said ANZ Bank’s analysts Brian Martin and Daniel Hynes in a note.
Meanwhile, talks to restart Iraqi oil exports via a crude oil pipeline that runs through Turkey are still ongoing, an Iraqi oil official told Reuters, one day after Turkey said operations would start again this week following a near six-month stoppage.
Russia is setting no time frame for a fuel export ban it introduced last month, and which will remain in place as long as necessary to stabilize prices and address shortages on the domestic market, Interfax cited Deputy Prime Minister Alexander Novak as saying.
ADVERTISEMENT
Investors are also closely watching supply and demand in the United States. Industry data showed crude stocks fell by about 4.2 million barrels in the week ended Sept. 29, according to market sources citing American Petroleum Institute figures on Tuesday.
U.S. government data on stockpiles is due on Wednesday. Eight analysts polled by Reuters estimated on average that crude inventories fell by about 500,000 barrels in the week to Sept. 29.",https://indianexpress.com/article/business/market/oil-dips-on-high-interest-rate-worries-opec-panel-awaits-8967580/,business
"Sensex falls 286 pts, Nifty settles at 19,436; PSBs, realty and media stocks top losers","In the intraday session, Sensex touched a low of 64,878.77, down 633 points, and Nifty fell to 19,333.60, down 195 points.","Domestic equities slumped on Wednesday after as US Treasury yields hit fresh 16-year highs overnight. BSE benchmark Sensex settled 286.06 points, or 0.44 per cent lower at 65,226.04, while broader NSE Nifty 50 fell 92.65 points, or 0.47 per cent to 19,436.10.
In the intraday session, Sensex touched a low of 64,878.77, down 633 points, and Nifty fell to 19,333.60, down 195 points.
Register to continue reading this story
Google
Facebook
Email
Already have an account? Sign in",https://indianexpress.com/article/business/market/stock-market-live-sensex-nifty-auto-realty-metal-stocks-nestle-8967495/,business
"New proposal: States say will settle for lower, but an assured pension","At present, while the government contribution is 14 per cent under NPS, an employee contributes 10 per cent of his salary plus DA.","IN A NEW proposal before the Finance Secretary-led committee set up to review the New Pension System for government employees, some states have proposed a middle path which entails a lower pension, but one that is assured.
Some states have specifically demanded an assured pension linked to the minimum of a pay level, and not the last-drawn salary as it is under the Old Pension Scheme (OPS). “One issue that is coming up from OPS is that the minimum pension need not be 50 per cent of the last drawn salary, but a minimum pension at a certain level which is 50 per cent of the lowest (entry-level pay) salary in the pay matrix. This is one of the demands coming up,” a person aware of the development said.
This story is subscriber only!

Now subscribe at a special Republic Day offer of Rs 75/month.
Subscribe Now
Already a subscriber? Sign in",https://indianexpress.com/article/business/economy/new-proposal-states-say-will-settle-for-lower-but-an-assured-pension-8967256/,business
India’s Sept diesel exports to Europe highest so far in ’23,"India’s diesel exports to Europe in September were at around 333,000 barrels per day (bpd), up nearly 47 per cent from August export volumes, and 57 per cent higher on a year-on-year basis, according to Vortexa data.","India’s diesel exports to Europe in September were at their highest in 2023 as lower supplies to the continent from West Asia and the United States (US) due to the autumn refinery maintenance season amid strong European demand appeared to have created an arbitrage opportunity for Indian suppliers, shows an analysis of data provided by energy cargo tracker Vortexa.
India’s diesel exports to Europe in September were at around 333,000 barrels per day (bpd), up nearly 47 per cent from August export volumes, and 57 per cent higher on a year-on-year basis, according to Vortexa data.
This story is subscriber only!

Now subscribe at a special Republic Day offer of Rs 75/month.
Subscribe Now
Already a subscriber? Sign in",https://indianexpress.com/article/business/commodities/indias-sept-diesel-exports-to-europe-highest-so-far-in-23-8967202/,business
Indian economy likely to grow at 6.3% in FY24: World Bank,"With inflation expected to remain sticky, the Monetary Policy Committee of the RBI, which will begin its meeting from Wednesday, is expected to keep the repo rate unchanged.","The Indian economy is estimated to grow at 6.3 per cent in the current financial year 2023-24, showing resilience despite elevated inflation and global headwinds, the World Bank said in its India Development Update released Tuesday. Though the growth estimate by the Bank has been retained from its earlier update in April, it is 20 basis points lower than the 6.5 per cent growth estimate both by the government and the Reserve Bank of India (RBI) for FY24.
The World Bank, however, raised the inflation forecast for FY24 to 5.9 per cent from 5.2 per cent in its April update, citing risks from the monsoon deficiency and its evolving impact on prices, El Niño phenomena, and global supply chain disruptions. With inflation expected to remain sticky, the Monetary Policy Committee of the RBI, which will begin its meeting from Wednesday, is expected to keep the repo rate unchanged.
Register to continue reading this story
Google
Facebook
Email
Already have an account? Sign in",https://indianexpress.com/article/business/economy/indian-economy-likely-to-grow-at-6-3-in-fy24-world-bank-8967201/,business
"E-gaming cos look to absorb GST through cashbacks, bonuses","Fearing that passing on the GST deduction on deposits to their wallets could result in a loss of customers, many online gaming companies have decided to foot the bill for “as long as possible”, a senior gaming company executive told The Indian Express.","Even as the industry deals with the fallout of the new goods and service tax (GST), online gaming companies have come up with a new idea to avoid losing customers – by absorbing the GST deduction and compensating users for it for at least the next two to three years.
The move comes after amended legal provisions and rules for online gaming, horse racing and casinos kicked in from October 1, bringing into effect the 28 per cent tax at face value at entry level under the GST regime.
Register to continue reading this story
Google
Facebook
Email
Already have an account? Sign in",https://indianexpress.com/article/business/companies/e-gaming-cos-look-to-absorb-gst-through-cashbacks-bonuses-8967189/,business
India’s corporate credit rating upgrades moderate in H1 FY24,"The number of corporates that witnessed credit rating upgrades in H1 of FY24 outnumbered those who faced downgrades, they said.","Corporate India’s credit profile continued to remain strong in the April-September 2023 but the number of rating upgrades declined during the first six months, according to rating agencies.
The number of corporates that witnessed credit rating upgrades in H1 of FY24 outnumbered those who faced downgrades, they said.
Register to continue reading this story
Google
Facebook
Email
Already have an account? Sign in",https://indianexpress.com/article/business/indias-corporate-credit-rating-upgrades-moderate-in-h1-fy24-8967190/,business
"Oil minister Puri urges OPEC to be pragmatic, make global crude prices affordable","Hardeep Singh Puri on Tuesday urged oil producers’ cartel OPEC to “imbue a sense of pragmatism, balance and affordability in the oil markets”.","Highlighting the rise in crude oil prices due to production cuts by major oil producers and its adverse impact on major oil consuming nations, Petroleum Minister Hardeep Singh Puri on Tuesday urged oil producers’ cartel OPEC (Organization of the Petroleum Exporting Countries) to “imbue a sense of pragmatism, balance and affordability in the oil markets”. According to an official statement, Puri held talks with OPEC Secretary General Haitham Al-Ghais in Abu Dhabi and called for “balancing global energy markets by ensuring that crude oil prices do not outstrip the paying ability of the consuming countries”.
India is the world’s third-largest consumer of crude oil and depends on imports to meet over 85 per cent of its requirement. Given the country’s extremely high import dependency, India’s economy is sensitive to oil price volatility. Apart from inflationary pressures, high oil prices could have implications for India’s trade balance, foreign exchange reserves, the rupee, and the overall health of the economy.
Register to continue reading this story
Google
Facebook
Email
Already have an account? Sign in",https://indianexpress.com/article/business/commodities/oil-minister-puri-urges-opec-to-be-pragmatic-make-global-crude-prices-affordable-8967212/,business
SEBI announces system to report demise of investor,"After receiving intimation about the demise of an investor, the concerned intermediary will have to obtain the death certificate along with the PAN from the notifier or nominee and verify the death certificate through online or offline mode.","The Securities and Exchange Board of India (SEBI) on Tuesday announced a centralised mechanism for reporting and verification through the KYC Registration Agency in the case of the demise of an investor.
The regulator has put in place operational norms, including the obligations of regulated entities and registered intermediaries that have interfaces with investors or account holders who are natural persons. The new framework will come into effect from January 1, 2024, SEBI said in a circular.
Register to continue reading this story
Google
Facebook
Email
Already have an account? Sign in",https://indianexpress.com/article/business/sebi-announces-system-to-report-demise-of-investor-8967213/,business
LIC receives penalty order of Rs 84 cr from I-T dept,"Separately, general insurance player Bajaj Allianz General Insurance (BAGIC) has received a Rs 1,010 crore show cause cum demand notice from the Directorate General of GST Intelligence, Pune.","State-run Life Insurance Corporation of India (LIC) on Tuesday said it has received an order from Income Tax authority demanding a penalty of Rs 84 crore.
The penalty relates to assessment year 2012-13, 2018-19 and 2019-20, LIC said in an exchange filing.
Register to continue reading this story
Google
Facebook
Email
Already have an account? Sign in",https://indianexpress.com/article/business/companies/lic-receives-penalty-order-of-rs-84-cr-from-i-t-dept-8967214/,business
LIC gets income tax penalty notice of Rs 84 cr; insurer to file appeal,"Penalty has been imposed on state-owned insurer for violation of sections 271(1)(c) and 270A of the Income Tax Act, 1961, it said.","Life Insurance Corporation (LIC) on Tuesday said that the Income Tax Department has demanded Rs 84 crore penalty pertaining to three assessment years and the Corporation has decided to file an appeal against the order.
For assessment year 2012-13, the tax authority has imposed a penalty of Rs 12.61 crore, for 2018-19 Rs 33.82 crore, while Rs 37.58 crore for assessment year 2019-20, LIC said in a regulatory filing.
Penalty has been imposed on state-owned insurer for violation of sections 271(1)(c) and 270A of the Income Tax Act, 1961, it said.
ADVERTISEMENT
The notice was issued by the Tax Department on September 29, 2023, it said.
Incorporated in 1956 with an initial capital of Rs 5 crore, LIC has an asset base of Rs 45.50 lakh crore with a life fund of Rs 40.81 lakh crore as of March 31, 2023.",https://indianexpress.com/article/business/market/lic-income-tax-penalty-notice-insurer-to-file-appeal-8967108/,business
States’ borrowing cost soars to 23-week high of 7.56 pc,"On an annualised basis to the week, the states have drawn down 15.4 per cent more than what they had drawn in the same period last fiscal at Rs 19,500 crore.","States’ borrowing cost jumped 10 basis points to 7.56 per cent at the first weekly debt auction of the third quarter on Tuesday and is the highest in the the past 23 weeks.
Fourteen states raised Rs 22,500 crore through the issuance of state government securities in line with the indicated amount for this weekly auction for the third quarter calendar.
According to Aditi Nayar, the chief economist at Icra Ratings, the auctions saw a steep increase in the cut-offs across tenors leading to the weighted average cost jumping to a 23-week high of 7.56 per cent. It stood at 7.46 percent last week.
ADVERTISEMENT
The higher pricing of the borrowing is despite a steep decline in the weighted average tenor to 13 years from 17 years, Nayar said. Moreover, she said the spread between the cut-off of 10-year state bonds and the new 10-year G-Secs (7.18 GS 2033) yield rose mildly to 33 bps from 32 bps last week.
On an annualised basis to the week, the states have drawn down 15.4 per cent more than what they had drawn in the same period last fiscal at Rs 19,500 crore. With the latest auction, states have cumulatively raised Rs 3,80,500 crore from the debt market so far this fiscal, which is 28.6 per cent more than what they had raised in the same period last fiscal, as per Icra Ratings.",https://indianexpress.com/article/business/economy/states-borrowing-cost-soars-to-23-week-high-of-7-56-pc-8967002/,business
