Size,Weight,Sweetness,Softness,HarvestTime,Ripeness,Acidity,Quality
-2.278641,1.4752079,5.0683894,-1.3763412,-1.1839484,2.1909587,2.1200142,Good
-1.3094279,0.77209747,-0.102419786,-3.8380458,-2.9581013,3.016085,2.557096,Good
-2.7015846,0.49135387,-3.0797555,-3.8808358,-0.6805325,4.219009,-0.35635957,Good
-2.049329,1.7022778,1.6931063,-2.5627613,-0.5199914,2.6187918,1.0569351,Good
-1.0525486,1.6995672,0.19989368,-1.705283,-0.9240523,3.8352072,1.6273626,Good
-3.7247815,1.1089165,4.759055,0.100593716,-2.0568256,0.85384315,0.59512454,Good
-1.9609915,2.571355,1.9697281,-0.86731136,-1.3277318,0.74261427,1.7348593,Good
-1.2059035,2.2968707,2.8675406,-0.19066763,-1.9308046,0.7879745,1.6469369,Good
-0.6045801,2.0493186,2.9308255,-1.757141,-1.9063239,0.7069435,1.2281541,Good
-0.87555504,1.8866045,4.4399395,0.7597865,-2.081521,-1.156141,3.3256948,Good
-1.1823914,0.27475291,3.70575,-0.9551878,-2.057181,0.5314452,3.4366446,Good
-2.2072437,1.2330418,0.17273386,-1.7655847,-4.0535846,-0.25432348,-0.099117376,Good
-0.9368594,3.2443275,-0.06991762,0.14281659,-0.035748586,0.95541734,3.4053311,Good
-3.4282238,0.17677046,-1.7785155,-3.5835512,-0.6716628,3.1955912,0.77839535,Good
-1.9736892,1.0923305,2.7450686,-1.6370084,-2.4435456,-0.15363096,1.4005431,Good
-2.9127378,2.9981098,-1.5578028,-2.3027081,0.8056292,4.061299,0.7524986,Good
-5.663224,0.52227175,0.3100309,-1.6887802,-2.3982794,0.29955894,0.505136,Good
-4.2694526,-0.22808194,3.1983266,-1.3892152,-3.3087425,1.2828937,0.935272,Good
-2.012746,2.019748,0.18792605,-0.7035918,-1.3806403,2.4227576,3.266897,Good
-2.8535073,2.6254308,-1.581316,-0.1433921,-2.900117,0.35946208,0.8945201,Good
-2.1301785,2.8241572,-0.30814657,-0.6067685,1.1307513,1.6722794,0.6156069,Good
-2.9152267,0.77039635,0.85190153,-2.8582554,-3.746834,1.8316859,-1.8364805,Good
-3.4528542,0.024557132,0.0846336,-3.8617864,-0.33913106,3.657249,0.96790284,Good
-1.3280482,2.4969308,4.623664,1.1163954,-2.0508451,-0.17453949,0.35675502,Good
-0.8971277,1.4414612,0.2651453,-2.6130464,-0.5880321,3.6659198,3.4820683,Good
0.27689308,4.1173553,4.1788754,0.31098035,0.11264595,1.978342,2.32973,Good
-0.9950655,-0.35977402,1.5875583,-3.014576,-1.0508763,2.6312044,3.052519,Good
-1.1664042,1.1565032,4.814739,-0.77434915,-2.350804,-0.27878314,1.6328344,Good
-3.1904829,0.36514074,3.228933,-2.537926,-0.8172085,2.2392104,0.11818907,Good
-4.5133343,2.0295038,2.746812,-0.30672687,-2.6931508,1.0727447,2.5838566,Good
-1.8453047,1.5543227,3.1362517,0.31319293,-4.633711,-1.6341764,0.75949514,Good
-3.2932184,0.18770078,-0.10646014,-2.403566,-3.620743,1.8100353,2.1789126,Good
-1.3287054,1.7901908,-0.41691226,-3.0875204,-1.3929219,2.9412336,-0.057200924,Good
-3.4448113,3.5965226,-0.12307195,-0.7376174,-1.5660402,0.9695114,1.2441857,Good
-0.57517314,0.3748335,2.2572553,-2.0695608,-1.070411,4.0156994,3.8004472,Good
-2.6281648,1.1823102,0.8572512,-1.9477118,-2.5791306,1.1300776,-0.92167205,Good
-3.1435497,0.7262531,4.2222214,-1.343222,-1.975483,0.07759127,2.9926946,Good
-1.7214268,1.783733,2.6650195,-0.7171801,-1.1652204,0.68621105,-0.39925677,Good
-0.17624682,-0.46944597,1.9274224,-2.9344764,-2.3837256,2.116564,0.66927457,Good
-5.031918,2.516229,0.49534944,-1.5974373,-1.8576926,2.7080812,3.0811574,Good
-2.0935447,1.8921745,2.376613,-0.4024051,-2.7622283,0.6202569,3.8694093,Good
-1.4599767,0.28508487,-1.3385692,-3.3449485,0.40294096,3.4386065,-0.67670256,Good
-1.676373,0.39180475,-0.06421548,-3.0294409,-3.0297441,0.89941466,-0.07341315,Good
-1.4063574,0.43915725,-0.5634236,-2.4698365,-1.5966734,2.0198824,1.8020899,Good
-0.3339423,1.9748621,0.57391596,-3.3886971,-1.1605974,4.8201785,2.0386007,Good
-0.44609612,0.5589918,3.0068393,-1.9307901,-3.0254862,2.1699076,2.0625563,Good
-0.85942465,1.0698987,0.5302465,-2.7877579,-0.68888986,2.3024104,0.0998129,Good
-1.7406391,2.3094244,2.4282312,-0.08823035,-3.6494784,-0.34843686,-0.42423365,Good
-1.4234676,1.5445402,2.2360861,-1.1756673,-1.4309021,1.0190233,4.5925107,Good
-3.1590598,4.589164,-0.8002457,-0.23352087,0.33991817,1.6008675,0.40540254,Good
-1.110369,1.0764686,2.207399,-1.1996789,-2.0517633,0.76496065,1.0978248,Good
0.21751039,1.2051842,0.16302282,-2.758481,-1.7031068,2.6535857,0.06298537,Good
-1.2929405,2.136178,-0.677145,-2.222959,0.3253013,2.2238681,2.1985815,Good
0.9821554,3.2966468,1.8262382,-1.1248331,-0.49255836,2.808967,4.070804,Good
-1.7309374,0.23679638,2.302955,-1.0044649,-2.7279778,1.1965094,1.8899567,Good
0.32009655,0.9673981,2.8603375,-2.3128881,-0.3404226,3.3084564,0.9364931,Good
-0.69429374,1.9156348,3.7134886,0.28903857,-1.4710598,0.038497973,2.7405088,Good
-1.9884815,1.5587461,3.250853,-0.12945288,-2.6474745,1.8604434,1.6222485,Good
-0.55069596,1.0525606,2.302208,-1.2203747,-1.435347,2.1554039,1.4533724,Good
-1.2475452,0.7320959,3.5009866,-1.6976753,-1.1562039,2.7304087,3.3797932,Good
-1.9750432,1.6864167,2.887751,-1.9866946,-0.48025194,2.8668005,2.2603836,Good
-2.4941535,2.279177,2.2871594,-1.55873,-2.9219778,1.2672702,1.8552,Good
-1.7119449,1.9413567,1.6176113,-0.9280782,-1.9556807,-0.6497098,0.8278634,Good
-2.73742,0.07960748,1.4899567,-1.7725745,-2.6764839,0.6549962,-0.66534543,Good
-3.5005152,2.210146,0.42731163,-1.4215434,-2.0585778,0.41923574,-0.24451128,Good
0.2627314,2.6595237,1.1131492,-0.8786074,-2.267206,-0.80679774,-1.4490931,Good
-2.4884548,0.46804607,1.6310146,-3.9120615,-1.057122,2.9489324,1.6248809,Good
-3.550799,1.877339,-1.6925935,-2.0054896,-2.3922365,0.92307264,-0.73297787,Good
-2.9839242,4.1346292,1.2972409,-0.44718468,-2.4174943,0.9635129,0.41473395,Good
-0.37875143,2.393872,3.7095766,-0.44844896,-1.086876,0.2229661,0.65664256,Good
2.1190999,1.2053062,0.6731965,-1.4531362,-0.71014625,1.0354146,1.346514,Good
-2.3932955,1.7702037,-0.1577349,-2.5518165,-2.1893785,2.0431077,-0.4764747,Good
-0.72115517,3.282134,3.3315027,0.30475312,-0.9945095,-0.53041065,0.940945,Good
-2.0578167,1.8378235,4.042245,0.05091799,-2.6963122,-0.8798662,3.3246593,Good
-0.371746,1.5933839,2.3737051,-1.3401066,-1.6044221,1.4104308,1.1115954,Good
0.4524373,2.2698877,1.8876027,-1.2825196,-1.8934168,3.424372,3.6554086,Good
-1.5279895,2.581172,3.255547,-0.83683115,-1.4747494,1.192799,2.7593992,Good
-1.328512,1.9345328,3.2454765,-1.6318239,-0.9968712,0.67995775,0.9578793,Good
0.14938487,2.184116,1.6170087,-1.376497,-1.5321338,1.4912413,2.5291939,Good
0.012200749,1.683272,3.8107636,-0.38164723,-0.04808346,3.6069977,3.061267,Good
-1.0840863,2.6625466,-0.28447124,-1.1659175,-1.7353479,1.8811924,2.2274833,Good
-1.4948999,1.2643795,3.608344,-1.2481421,-0.7256092,0.34854317,2.4396675,Good
-0.35333002,-0.24265856,1.9652119,-1.5709708,-0.13220109,2.0161595,1.8847487,Good
-0.86552614,2.9033732,1.2177117,1.0334074,-1.1541904,0.41073424,1.3859646,Good
-0.60760945,2.531804,1.6665757,-2.008209,-1.381175,1.9112452,2.0075116,Good
-0.8253721,0.9145449,0.2694414,-0.7654153,-2.5865147,0.35802448,3.1830957,Good
-3.6164522,-0.7861137,0.41309386,-3.0055263,-2.7434459,1.900627,0.4006508,Good
-1.7144183,2.1627033,1.5394137,-2.4468122,-0.044968925,3.5381668,2.2798371,Good
-1.7007698,0.35498077,3.7112913,-1.0479462,-1.9916325,1.5766838,2.1373987,Good
-0.7774191,1.5774362,1.2691272,-2.0677245,-1.2394224,3.389837,1.8700577,Good
-0.11270953,1.035911,2.816233,-1.4136356,-2.0455046,1.3583392,1.5544449,Good
-0.8652708,2.306346,3.3366373,-0.4514129,-2.3193424,-0.31949618,2.1419034,Good
-0.45970047,2.387724,1.6382052,-1.0458496,-2.0038185,1.8454698,2.3880355,Good
-1.852711,0.40007487,-0.9122792,-3.7424455,-2.8262532,4.1900015,1.0629314,Good
-1.6411744,1.1936349,4.776948,-0.09589714,-1.0471281,-1.4146044,0.4382225,Good
-1.7485642,1.8705517,2.0551312,-0.39102736,-0.82552564,1.1172279,0.8199346,Good
-3.4049025,-0.39230162,-0.27356222,-3.9647267,-1.9931318,1.7062136,0.9443515,Good
-4.209097,2.332982,1.884049,0.16807014,-3.326872,0.4575388,1.9825417,Good
-1.9288819,2.4191387,-0.65390426,-1.5321555,0.1852987,1.0406057,0.42702335,Good
-2.021766,1.4119031,2.0608563,-1.2400365,-2.884765,0.7243384,-0.8187632,Good
1.054941,3.1572354,2.0639527,-0.10440573,-0.25033087,1.6502993,2.1132493,Good
-3.4058516,2.498182,4.0980363,-0.31755218,-2.9353933,-1.382042,-0.68690354,Good
-4.893459,1.3926622,2.6280494,-1.0590148,-0.9889827,1.0247469,2.8497162,Good
-0.4664041,1.1827514,3.9063528,0.31664446,-0.8702108,0.8602508,1.435727,Good
-0.41385555,1.1080287,1.4472528,-1.5561264,0.205708,2.8806787,1.9790969,Good
-2.9509053,3.8096092,-0.7554351,-1.1746078,0.3398768,2.7497873,2.1556766,Good
-2.2649415,2.2208173,1.4846188,0.38916296,-0.7567373,0.5277777,-0.1903804,Good
-1.6697359,-0.093071364,0.13206817,-3.3399823,-3.1172335,3.935006,1.0829,Good
-0.8318709,0.61290795,-1.6747,-3.5573494,-1.6017896,2.7439578,-0.29065648,Good
-2.3302882,0.48764092,-1.8313743,-2.2305977,-2.272343,2.2336962,-0.60980314,Good
-2.6518197,-0.1695615,-0.36655894,-4.473118,-1.14087,3.355696,-0.5957515,Good
-3.6006763,-0.018077053,-0.9316284,-3.272642,-1.7558221,2.596648,1.1219203,Good
1.0641652,1.6979612,1.8522848,-0.90989244,-0.54300237,1.3895813,3.3373916,Good
-2.0463426,2.8814929,0.8366115,0.359757,-0.31362957,0.7434977,0.15691517,Good
-2.8782845,2.386015,-0.31006503,-1.69068,-1.1856174,3.436454,3.1051745,Good
-0.59668696,0.02659409,0.5654004,-3.6820974,0.8607901,3.8906486,3.4666443,Good
-3.085916,0.29142797,4.231673,-1.7458272,-2.338604,1.8850955,2.6681852,Good
-2.1084263,1.1054232,2.7367256,-1.958909,-0.9595003,2.4654071,2.652447,Good
-2.1363864,2.0714433,1.812376,0.4712439,-2.935889,-1.0512834,4.2939825,Good
-2.0336645,1.4402758,4.53067,-1.1344529,-2.2040153,1.1114553,0.8187719,Good
1.4678518,2.3993826,4.739004,0.8300372,-0.43892562,1.7133696,3.4280214,Good
-3.8905692,1.9745122,0.4515941,-1.7310283,-1.0661273,2.8743002,0.70072204,Good
-2.2304196,2.7824655,1.127306,-1.206043,0.16786289,5.150448,3.686951,Good
-1.5291855,0.93003994,3.6512716,-1.7462165,-0.61442155,3.1090136,1.6901577,Good
-3.0670075,0.20615523,-0.5240177,-0.72261393,-2.967358,0.11006828,-0.8451118,Good
-1.061328,1.2052621,4.269463,-0.8996517,-0.03413438,1.0022894,3.6689825,Good
-1.7181813,1.7497305,-0.72274345,-2.2987587,-1.2415581,3.2140846,1.742525,Good
0.40894255,0.73935544,2.1189206,-1.8997818,0.47037944,1.972553,1.6562054,Good
-2.585991,1.7835002,4.449729,-0.15513003,-1.5662781,0.7177733,5.491681,Good
-0.29253542,1.4187994,1.1355845,-2.608716,-0.49793154,2.589713,1.1050131,Good
-1.6823237,0.61279464,-0.2085296,-1.4380007,-0.8057864,-0.22516793,-0.32547787,Good
-2.3337324,0.8639125,0.9902906,-3.1367106,-0.6550301,2.4427269,0.97257143,Good
-3.8979936,2.9289448,1.8337708,-0.33957416,-0.44997102,0.9361844,-1.1168041,Good
-2.3014848,1.1069474,1.7880263,-1.3565286,-2.549013,0.61565876,2.6217918,Good
-2.3986912,0.56272674,0.13732226,-4.5155373,-1.0758419,3.903651,2.64145,Good
-1.4611379,2.8139665,2.4875395,0.3111094,-0.9183007,0.1762858,3.5109868,Good
-2.2966752,3.9579754,0.6742872,0.42411226,-1.2605984,-0.42920387,0.46580988,Good
-0.8115389,2.534858,-0.33353734,-2.0132623,-1.1071256,2.2436259,3.0476134,Good
-0.61321634,2.4384196,2.6898205,1.4270098,-0.9760353,0.29833296,1.0983291,Good
-3.1473854,2.456648,0.91303724,-2.1488304,-1.8557099,1.6882093,-1.0795692,Good
-1.2251877,1.5353731,2.4688945,-0.97768664,-1.2242754,0.55342907,0.75919515,Good
-3.2653062,1.8942883,-0.7539994,-2.2723706,-3.2110822,1.6950759,2.6216543,Good
0.14125112,1.9343204,-0.6642362,-1.6280596,-2.6752336,1.7605326,0.08476423,Good
-3.1088772,3.0059683,1.2280128,-1.2229849,-0.79937595,1.7129247,0.5345853,Good
-3.007591,2.3679461,2.8409808,1.7008904,-1.6555058,-2.252003,1.8367478,Good
0.8350848,2.2617922,2.0447183,-2.57506,-0.8929622,2.8429258,1.148899,Good
-2.9850802,0.614316,1.2237552,-1.551216,-1.487796,2.2494075,-0.4174836,Good
-1.1990794,1.6704755,0.62453526,-2.6911325,-0.40724143,4.12581,3.3652751,Good
-1.1292232,1.4538231,0.67803997,-3.2550144,-2.102941,4.7893696,1.0617554,Good
-0.6294473,0.9565241,3.7538605,-0.3316339,-0.47308335,1.3646452,3.2955873,Good
0.9927336,-0.40748644,-2.0921166,-5.523793,-0.45139673,6.1489053,0.15184858,Good
-1.7706605,1.6509352,-0.42184076,-3.4839075,1.950231,4.58737,4.837936,Good
-2.6211002,3.4484744,2.3161588,-0.60819465,-1.9599326,0.1739732,1.5356882,Good
-2.9229808,1.0891205,2.709075,0.4456516,-2.0385718,-1.952348,3.228116,Good
-0.3476739,2.1402442,2.2772253,-0.9507602,-0.868372,0.99645835,1.9352543,Good
-2.049865,-0.58767915,0.62451947,-3.4541388,-2.2460837,3.23226,1.4207557,Good
-3.9808068,2.3139942,1.985996,-0.32107309,-1.6716237,-1.8691815,-1.7533826,Good
-1.5061256,0.73541534,0.05800202,-3.4855185,-0.9515465,5.900319,1.2483633,Good
-0.055303197,0.6354134,1.0765934,-0.70105255,-1.4027776,0.06403332,-0.042330433,Good
-3.3146796,1.9279593,0.14558806,-1.3515164,-3.1387155,1.4617594,-0.13150084,Good
-1.0229397,0.52795285,1.9252193,-2.2906566,-1.2925717,1.8522853,1.4827023,Good
-2.3470836,0.078399904,4.6139345,-1.4634217,-1.8310581,0.31870732,2.5162454,Good
-3.4177804,0.40616658,-0.6867929,-4.1572757,-2.7543528,2.0716977,1.412463,Good
-1.1662065,2.0358572,1.6286687,-1.5348654,-1.0428818,0.13284561,-0.033425484,Good
-0.64005876,1.7912006,0.67524046,-1.464388,-1.5145906,1.5387207,2.214537,Good
-0.6735207,2.285934,3.7567494,1.7253174,-2.285628,-0.86631024,1.6554993,Good
-4.173013,0.5421534,5.053975,-0.24286203,-3.9245832,-0.122078165,1.2606903,Good
-2.274676,2.8736887,1.6855226,-1.9856784,-0.043802306,3.0237854,3.3647606,Good
-2.3834863,-0.3408142,2.5804002,-3.3798568,-2.7500439,2.0023408,2.8785696,Good
-1.9141047,2.612648,3.4663596,-0.67600447,0.28524214,1.6191335,1.1095254,Good
-3.9929245,1.4484937,-0.096034855,-2.7123072,-2.5051308,2.7889364,0.35798636,Good
-0.7597336,0.51678497,1.8311979,-1.2363423,-2.9821343,-0.42495403,0.63014764,Good
-2.3541307,1.3548553,1.24971,-1.680985,-1.5677241,1.0878532,0.9841385,Good
-1.5301476,1.9883995,3.2980614,0.44830865,-0.9552866,-0.3036531,1.5328912,Good
2.6733575,2.7160902,3.9488409,-0.49197415,0.16424099,1.039191,2.7824204,Good
0.60662067,1.3667786,1.9711448,-2.2897072,-1.165546,1.70828,1.2432759,Good
-1.9706923,1.5244393,2.0475407,-1.8308415,-0.8505483,3.97961,2.9868994,Good
-2.7854793,1.1188406,0.7747579,-3.2009892,-2.1039848,2.5972238,-0.2854993,Good
-0.7024795,2.698093,3.4128942,0.22620986,0.33964485,0.58182764,3.15154,Good
-3.303699,-1.1593722,3.1169224,-3.2692506,-2.92589,2.1251674,0.67442995,Good
-2.9811783,2.348281,1.3168013,-0.87720925,-1.9565846,0.36020258,0.67649883,Good
-2.6032636,2.4018004,-2.7727957,-3.458324,-0.78852725,3.8485663,1.0511346,Good
-1.4666592,3.1788878,0.33543944,-1.3121477,-2.033909,0.46935165,0.8815748,Good
-0.89386266,3.1504042,2.7556753,1.1176758,-1.7563483,-0.13388336,2.8589978,Good
0.053614736,2.2593248,2.7860003,-0.07745523,-1.9656491,0.9098609,1.6210629,Good
-1.0354658,1.019117,-0.99673986,-2.5339274,-2.644079,2.4888632,1.5325633,Good
-2.263094,0.74535745,1.1957071,-1.8890929,-2.3915815,1.5953231,3.117993,Good
0.91185045,3.062744,1.3462226,-0.12339399,0.404579,1.4230456,-0.34767044,Good
-2.1603372,1.0785785,0.27025396,-1.3994248,-2.679384,0.95797193,0.5129936,Good
-2.5428686,0.012441093,0.96970725,-2.4888794,-1.4504752,0.6215618,0.93212855,Good
-2.0714886,2.2063258,3.4452262,1.154712,-2.5829988,-1.8089215,0.29905742,Good
-0.6424122,0.44997784,1.0821772,-2.1760547,-2.7762167,1.9948968,1.8313714,Good
-3.0153909,2.843291,3.0827541,0.46772015,-2.6522799,-0.6902086,1.3803246,Good
0.975875,1.6376541,0.8278906,-1.7201723,-0.45096216,4.093084,3.2289624,Good
-1.5997258,-0.0028760128,1.0107524,-3.4092157,-4.033644,2.7639234,-0.03948526,Good
-2.047952,1.2602997,6.702157,0.06725956,-0.9576017,-1.626057,3.1073847,Good
-1.8369194,1.5727485,1.823482,-1.1561524,-2.1063745,1.5926241,2.2696354,Good
-1.7019533,2.4967601,-2.1830397,-2.1808004,0.034417763,3.7240856,4.1076145,Good
1.4398718,0.9177825,-0.80575323,-3.5010297,-2.293642,3.8441691,2.7565112,Good
-3.6052196,0.33793542,1.826351,-1.8152299,-2.3346355,1.8750086,3.7217803,Good
-1.9864341,0.7215466,4.7953186,-1.8568729,-2.205594,-0.25951743,0.49034125,Good
-1.8569566,1.6999223,3.5401525,0.08551737,-4.8830953,0.7234378,2.6964242,Good
-0.8036579,1.4250412,5.196749,2.228875,-2.1111736,-2.3848946,0.16845043,Good
-2.867057,4.288612,2.6277268,0.48765007,-1.1833763,-0.7263812,0.5481777,Good
-1.3122655,1.071294,3.1042163,-0.20461786,-1.6237589,-2.0299451,1.8959786,Good
-3.4923382,0.017177602,1.2735308,-3.4349725,-1.9467121,2.6605687,2.1507802,Good
-0.5031029,-0.6183453,0.19346382,-4.9206786,-1.2363013,4.8237376,-1.0275588,Good
-2.5901277,1.0264453,-1.0063821,-3.6846716,-1.6614053,2.3187587,1.6514829,Good
-1.1801933,3.4317663,1.7627777,0.85756916,-1.3590956,-0.7243818,0.85595447,Good
-1.4972327,2.1909976,-3.915628,-3.3610027,-2.082354,2.6956272,-2.5451093,Good
-3.9520993,2.9329727,3.6474664,0.32311136,-2.2705894,-2.0042977,0.29350933,Good
-0.73390836,2.9356184,1.515812,0.5068321,-0.7275952,0.35810986,1.3929107,Good
-3.0228994,-0.110429846,0.71848243,-1.6889703,-1.7129874,0.78912777,1.6428133,Good
-4.9032784,0.8114595,-0.5352521,-4.878219,-2.8417625,4.6564813,-1.691572,Good
1.5631136,2.764436,1.1968409,-0.061970137,0.91326517,2.9055579,1.22424,Good
-1.6862053,2.802962,2.8387384,-0.38918248,-1.566777,0.82338613,0.12878135,Good
-2.788141,1.6126095,2.834278,-2.395022,-2.3750567,4.323547,-0.63350487,Good
-2.88222,2.481435,-0.33573318,-1.5387496,-2.2739406,-0.027284771,-1.7749342,Good
-1.7649876,3.847965,0.1816653,1.1670336,-1.6904236,-0.6746794,0.23293325,Good
-0.44345433,1.5476913,4.831906,-0.8047515,-0.6802475,0.60194594,2.8178566,Good
-2.399829,2.0667589,2.4889631,-0.9447001,-2.1771007,0.5238085,1.426307,Good
-1.1085242,-0.2695267,-0.43390068,-3.0140672,-4.3682547,1.5412865,1.1281719,Good
-1.9825569,1.9311491,1.2274848,0.166823,-2.6431832,0.42403278,0.6637956,Good
-1.5961387,-0.25318238,0.0045570782,-5.3990064,-2.1312723,4.292835,-1.9277433,Good
-1.6293849,1.6980188,2.1607437,-2.9118955,0.67013264,3.4813876,-0.10146308,Good
-0.81003183,4.232853,3.727198,0.5244356,-0.50883186,-0.4960806,2.6394098,Good
-2.38435,1.5051417,-1.0220189,-1.7296422,-1.8119904,0.2818429,1.1165439,Good
1.506367,-0.04494581,-0.2295196,-3.4375226,-1.8197408,2.9648783,2.266323,Good
-2.7075508,2.7246149,4.306135,0.5842035,-2.7182677,-1.4877312,-0.18799788,Good
-0.5052675,0.71344906,2.0421329,0.042315997,-1.0889403,0.15664041,2.7874455,Good
-3.8484235,0.07907334,0.66471833,-2.6145742,-3.4766781,1.2614678,-0.30516306,Good
-1.6502471,3.3353512,4.381327,1.5225912,-2.9003463,-0.36635277,1.3713888,Good
-2.9370987,0.8690368,-1.906908,-1.7450018,-2.2637477,1.7290452,1.6981266,Good
-2.5994608,2.528934,1.2786621,-1.6798112,-3.5711777,0.43667474,-0.5427317,Good
-2.6387777,-0.43521568,0.29074183,-2.4485857,-1.9744056,2.3468244,-0.0066290963,Good
-1.7348764,2.0953956,2.7751052,1.5903889,-1.2748858,-2.499797,0.9974329,Good
-1.0919226,0.7833836,2.6433148,-1.9475492,-0.2288653,0.8600234,4.3657756,Good
-1.773823,1.9517813,-0.76997495,-2.829672,-0.12092512,4.053067,1.5873269,Good
-5.0632133,0.35674894,0.100063406,-1.9392022,-3.320735,0.014901226,-2.1923363,Good
-1.6356269,1.6953909,1.7703257,-3.3194602,-1.5336183,2.4760199,0.7356095,Good
0.2913389,2.1337047,0.10434265,-0.93177277,-0.47737563,3.7110271,4.3557134,Good
-3.1286151,-1.3463006,0.2692583,-4.088784,-3.5807538,2.8091087,0.36593312,Good
-0.19874913,-0.3378679,1.3341213,-2.0045013,-2.5803137,0.8347128,0.8515842,Good
-1.0468731,0.58513683,0.5681669,-1.6800767,-1.2553083,2.2402406,1.8337724,Good
-1.2958144,2.3270879,-2.4536698,-4.728884,-1.0010127,5.034941,-1.4472395,Good
-3.1621642,1.3162487,0.37750936,-3.178647,-2.4002736,3.5589354,1.5702038,Good
-4.2750273,-0.29624793,3.0981534,-0.022694828,-3.1881506,-1.4177927,0.50607365,Good
-2.9831877,0.0025592719,0.06010216,-2.1919792,-3.6970322,1.0716791,0.5065203,Good
-0.63589275,2.3831053,3.9324431,-1.1254821,-2.204397,1.3884304,0.68429047,Good
-1.4827235,2.93897,0.14123654,-0.61078835,0.22670315,1.0647331,-0.9102392,Good
-0.13870724,1.777536,1.0922427,-2.4063005,-2.2739697,3.2196486,1.42782,Good
-2.1916475,1.5954863,-0.112367,-0.9344453,-2.2832932,0.5651886,2.0994856,Good
-2.9193008,2.3993688,3.2069552,0.24007766,-2.914152,-0.6688136,1.6116205,Good
-1.4557797,3.4032352,0.46759403,-1.3006897,-1.7724029,2.236535,2.7360988,Good
-1.4600099,1.2620077,0.51628953,-2.1413424,-0.8903035,2.043803,1.4447137,Good
-2.4701715,-0.40295655,2.7785246,-0.3535913,-4.230414,-1.1045184,2.2680295,Good
0.65042734,2.4372518,1.3018764,-2.6569257,-1.1665093,1.5156257,0.84177315,Bad
-2.7672174,1.3933686,2.8253267,-1.6634135,-1.077391,1.684662,1.973679,Good
-2.4057252,3.8876052,1.7834777,0.2977638,-1.2948412,-1.489806,-2.3129838,Good
-1.3818312,3.0695217,2.118489,1.1709619,-1.3932989,-0.43395865,2.4025316,Good
-0.4459031,2.8749578,3.4086447,0.07842844,-0.75228035,0.7774696,-0.1343201,Good
0.7967451,2.1444833,0.9646313,-2.4084024,0.23789419,2.5474188,2.407847,Good
-1.8237512,2.9918633,-0.91344464,-1.1428584,-1.3860943,3.1878712,0.8909168,Good
-4.168386,1.0174307,-0.92765975,-2.1606138,-1.2300235,2.0766902,1.7873971,Good
-3.4094572,1.2969707,1.7262688,-1.7163247,-0.47874248,0.5597504,-0.35872197,Good
1.4301677,2.058083,3.9413664,-0.038579963,-1.6960899,0.09111488,3.2203295,Good
-0.28295854,1.3402065,1.4329735,-2.2736363,-0.8891573,3.1140854,3.068613,Good
-1.8810974,1.0236757,0.10589324,-2.3359833,-1.7473869,0.937463,1.8468505,Good
0.04154549,2.6088226,-0.35453492,-1.185906,-1.392769,0.87154007,2.6810873,Good
-2.4344425,1.7076912,0.02840643,-2.3867462,-0.5217774,2.1608734,1.2547796,Good
-3.3455584,1.397701,3.1779535,0.4446863,-2.4234478,-1.0078744,5.205719,Good
-0.7019046,-0.2957956,1.5223948,-1.0065472,-0.57891494,-0.6049193,-1.4021546,Good
0.06051786,2.8296223,-0.83600104,-2.1597772,0.11022034,0.89273787,2.4598558,Good
-3.342706,2.1473615,-1.4559861,-4.181999,-2.937643,4.9233356,-0.78274745,Good
-0.7459803,0.3334276,3.1458468,-2.592892,-2.240885,3.1189256,0.31556058,Good
-1.4121475,1.7639009,4.5319076,-0.5129293,-0.8329251,0.30512205,3.7950695,Good
-0.46192583,1.4908409,2.8684046,-0.61187994,0.70240784,1.1621166,0.6106303,Good
0.40307826,2.7423782,1.1812086,-0.009624315,-0.9647435,-0.5892744,-0.6248136,Good
-3.9641612,0.9455961,-0.36374483,-2.582688,-1.3018969,0.84760106,0.086315,Good
-2.8054879,0.27489004,1.0727813,-2.3423738,-3.8895195,1.3027904,1.0844572,Good
-0.6146444,0.25637713,0.12302869,-3.3421566,-2.2159898,1.6008613,1.7399648,Good
-4.4789734,2.4721508,1.1189735,-0.07211705,-0.38632712,-0.093187824,-0.5415776,Good
-1.9464972,1.3651894,1.1812899,-1.8094163,-2.6067388,1.7623193,-0.5402267,Good
-1.4007645,-1.3029007,1.460394,-4.795417,-2.441841,2.8599815,-1.1500756,Good
0.69558483,3.0194867,1.5082695,-1.4329835,0.15315741,1.8423502,3.3717215,Good
-0.73151433,1.6841085,1.1502434,-0.7399126,-1.2086377,1.3895475,0.5800598,Good
-2.2592852,2.4820216,1.419537,-0.56787634,-2.395983,0.0178026,0.27185073,Good
-2.1482406,2.208136,2.5112107,-1.0846949,-0.43555766,3.55241,3.7354834,Good
-3.0227306,0.93029004,-0.019505752,-1.4239602,0.055359144,1.8867624,0.06845115,Good
0.3835092,2.375724,1.9072149,-1.9131535,-0.19102424,3.0549858,1.1360917,Good
-1.7865363,2.547816,0.9745161,-0.23014942,-1.7776192,1.8358109,1.5397742,Good
-0.22905298,1.3814402,0.4846795,-1.2699181,-0.04410009,2.9937873,1.9961085,Good
-1.5635833,2.805105,1.2058406,-0.47252455,-0.4394506,1.3361294,1.3473545,Good
-2.7322602,0.97499096,-0.67735416,-3.0947886,-0.5525887,3.4067423,2.679214,Good
-1.5187998,2.6943495,0.680777,-1.1061883,-0.051800262,1.0059311,1.6749437,Good
