order_id,order_date,sku,color,size,unit_price,quantity,revenue
92,2022/9/20 18:15:00,bobo,Matcha,One Size,228,1,228
93,2022/9/20 7:39:00,799,Dark Blue,L,288,1,288
94,2022/9/20 9:22:00,708,Dark Blue,2XL,298,1,298
95,2022/9/21 13:05:00,799,Dark Blue,L,288,1,288
96,2022/9/21 15:24:00,799,Dark Blue,XL,288,1,288
97,2022/9/21 16:28:00,799,Dark Blue,M,288,1,288
98,2022/9/21 6:30:00,799,Dark Blue,M,288,1,288
99,2022/9/21 6:33:00,799,Dark Blue,M,288,1,288
100,2022/9/21 7:23:00,708,Dark Blue,2XL,298,1,298
101,2022/9/22 20:38:00,799,Dark Blue,L,275,1,275
102,2022/9/22 21:28:00,799,Dark Blue,XL,275,1,275
103,2022/9/22 23:11:00,799,Dark Blue,XL,275,1,275
104,2022/9/23 12:15:00,799,Dark Blue,M,275,1,275
105,2022/9/23 9:44:00,799,Dark Blue,L,275,1,275
106,2022/9/24 15:57:00,239,Gray,,259,1,259
107,2022/9/24 19:55:00,708,Dark Blue,2XL,287,1,287
108,2022/9/25 14:52:00,89,Dark Blue,3XL,258,1,258
109,2022/9/25 8:53:00,799,Dark Blue,XL,278,1,278
110,2022/9/26 13:19:00,799,Dark Blue,L,288,1,288
111,2022/9/26 6:59:00,89,Dark Blue,XL,258,1,258
112,2022/9/26 8:45:00,799,Dark Blue,XL,288,1,288
113,2022/9/27 13:31:00,799,Dark Blue,M,288,1,288
114,2022/9/27 5:15:00,708,Dark Blue,2XL,298,1,298
115,2022/9/27 7:10:00,799,Dark Blue,M,288,1,288
116,2022/9/28 17:47:00,708,Dark Blue,2XL,298,1,298
117,2022/9/28 19:18:00,708,Dark Blue,4XL,286,1,286
118,2022/9/28 22:11:00,708,Dark Blue,2XL,286,1,286
119,2022/9/29 10:15:00,799,Dark Blue,XL,288,1,288
120,2022/9/29 17:05:00,799,Dark Blue,XL,288,1,288
121,2022/9/29 21:14:00,239,Gray,,278,1,278
122,2022/9/3 15:14:00,708,Dark Blue,2XL,298,1,298
122,2022/9/3 15:14:00,799,Dark Blue,XL,288,1,288
123,2022/9/3 15:26:00,9699,Dark Blue,One Size,288,1,288
124,2022/9/3 19:01:00,218,Black,M,318,1,318
125,2022/9/3 22:13:00,239,Navy Blue,,278,1,278
126,2022/9/30 0:00:00,799,Dark Blue,XL,278,1,278
127,2022/9/30 12:37:00,799,Dark Blue,XL,278,1,278
128,2022/9/30 13:14:00,bobo,White,One Size,206,1,206
129,2022/9/30 20:56:00,799,Dark Blue,M,278,1,278
130,2022/9/30 23:25:00,799,Dark Blue,L,278,1,278
131,2022/9/30 8:17:00,799,Dark Blue,M,278,1,278
132,2022/9/4 1:03:00,799,Dark Blue,L,288,1,288
133,2022/9/4 11:01:00,799,Dark Blue,M,288,1,288
134,2022/9/4 14:51:00,79,Light Blue,M,315,1,315
134,2022/9/4 14:51:00,79,Light Blue,L,315,1,315
134,2022/9/4 14:51:00,79,Light Blue,XL,315,1,315
134,2022/9/4 14:51:00,79,Light Blue,2XL,315,1,315
134,2022/9/4 14:51:00,79,Light Blue,3XL,315,1,315
134,2022/9/4 14:51:00,79,Light Blue,4XL,315,1,315
134,2022/9/4 14:51:00,218,Black,M,318,1,318
134,2022/9/4 14:51:00,218,Black,L,318,1,318
134,2022/9/4 14:51:00,218,Black,XL,318,1,318
134,2022/9/4 14:51:00,3799,Grey Wash,XL,268,1,268
134,2022/9/4 14:51:00,3799,Grey Wash,M,268,1,268
134,2022/9/4 14:51:00,3799,Grey Wash,L,268,1,268
135,2022/9/4 17:14:00,9699,Light Blue,One Size,288,1,288
135,2022/9/4 17:14:00,9699,Dark Blue,One Size,288,1,288
136,2022/9/4 19:22:00,799,Dark Blue,M,288,1,288
137,2022/9/4 20:44:00,799,Dark Blue,L,288,1,288
137,2022/9/4 20:44:00,799,Dark Blue,XL,288,1,288
138,2022/9/4 22:57:00,239,Black,,278,1,278
139,2022/9/5 16:03:00,9699,Dark Blue,One Size,288,1,288
140,2022/9/5 21:36:00,799,Dark Blue,M,288,1,288
141,2022/9/6 11:30:00,799,Dark Blue,L,288,1,288
142,2022/9/6 14:53:00,708,Dark Blue,2XL,298,1,298
143,2022/9/6 20:41:00,708,Dark Blue,3XL,298,1,298
144,2022/9/6 8:41:00,799,Dark Blue,XL,288,1,288
145,2022/9/7 15:05:00,799,Dark Blue,L,288,1,288
146,2022/9/7 15:13:00,799,Dark Blue,L,288,1,288
147,2022/9/7 8:05:00,799,Dark Blue,L,288,1,288
148,2022/9/8 15:20:00,799,Dark Blue,M,288,1,288
149,2022/9/8 15:28:00,708,Dark Blue,3XL,298,1,298
150,2022/9/8 15:58:00,799,Dark Blue,XL,288,1,288
151,2022/9/8 16:47:00,799,Dark Blue,L,288,1,288
152,2022/9/8 19:12:00,799,Dark Blue,L,288,1,288
153,2022/9/8 19:32:00,799,Dark Blue,M,288,1,288
154,2022/9/9 0:00:00,799,Dark Blue,M,265,1,265
155,2022/9/9 0:17:00,8499,Light Blue,L,238,1,238
156,2022/9/9 1:08:00,799,Dark Blue,M,265,1,265
157,2022/9/9 1:54:00,799,Dark Blue,L,265,1,265
158,2022/9/9 11:15:00,539,Black,One Size,268,1,268
159,2022/9/9 13:08:00,708,Dark Blue,3XL,278,1,278
160,2022/9/9 14:38:00,708,Dark Blue,4XL,278,1,278
161,2022/9/9 15:28:00,799,Dark Blue,XL,265,1,265
162,2022/9/9 15:43:00,799,Dark Blue,M,265,1,265
163,2022/9/9 15:45:00,799,Dark Blue,L,265,1,265
164,2022/9/9 16:30:00,708,Dark Blue,2XL,278,1,278
165,2022/9/9 20:58:00,799,Dark Blue,XL,265,1,265
166,2022/9/9 21:17:00,bobo,White,One Size,228,1,228
167,2022/9/9 23:59:00,708,Dark Blue,3XL,278,1,278
168,2022/9/9 3:29:00,799,Dark Blue,XL,265,1,265
169,2022/9/9 5:55:00,799,Dark Blue,M,265,1,265
170,2022/9/9 6:10:00,799,Dark Blue,M,265,1,265
171,2022/9/9 6:27:00,799,Dark Blue,M,265,1,265
172,2022/9/9 7:18:00,708,Dark Blue,4XL,278,1,278
173,2022/9/9 7:22:00,799,Dark Blue,M,265,1,265
174,2022/9/9 8:25:00,799,Dark Blue,L,265,1,265
175,2022/9/9 9:47:00,799,Dark Blue,XL,265,1,265
