,Id,Date,Username,Content,Source,Place,Hashtags,Like Count,Retweet Count
200,1632063993815638019,2023-03-04 17:02:33+00:00,RealJannaWeiss,"How to help Turkey &amp; Syria ~ 
Tzu Chi Buddhist relief org
https://t.co/dRjHwcykni
#Turkey #Syria #TurkeySyriaEarthquake #Türkiye #Earthquake","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,"['Turkey', 'Syria', 'TurkeySyriaEarthquake', 'Türkiye', 'Earthquake']",1,1
201,1631979837777756160,2023-03-04 11:28:08+00:00,j_em_bee,The global significance of the earthquake in Turkey and Syria https://t.co/8QrRFU43v1 #TurkeyQuake #TurkeyEarthquake #SyriaEarthquake #capitalism #socialism #revolution,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,"['TurkeyQuake', 'TurkeyEarthquake', 'SyriaEarthquake', 'capitalism', 'socialism', 'revolution']",1,1
202,1631975078656380929,2023-03-04 11:09:14+00:00,MirrorNow,"More than 50,000 people were killed in the earthquakes in Turkey and Syria. Indian Americans across the US raised over $300,000 to help the victims. Watch the video for more

#turkeysyria #indianamericans #turkeyearthquake https://t.co/1WMlPsz7LY","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,"['turkeysyria', 'indianamericans', 'turkeyearthquake']",6,4
203,1631942568421515265,2023-03-04 09:00:02+00:00,MatwprojectC,"Give hope to those who have lost everything.

Donate @ https://t.co/oLD6lYTFSi 

#earthquakerelief #earthquake #turkeysyriaearthquake #turkey #syria #donate #help #emergency #emergencysupport https://t.co/WgcmkxM86K","<a href=""https://social.zoho.com"" rel=""nofollow"">Zoho Social</a>",,"['earthquakerelief', 'earthquake', 'turkeysyriaearthquake', 'turkey', 'syria', 'donate', 'help', 'emergency', 'emergencysupport']",0,1
204,1631942566471159809,2023-03-04 09:00:02+00:00,Matwproject_ME,"Give hope to those who have lost everything.

Donate @ https://t.co/KXTJINQfMD 

#earthquakerelief #earthquake #turkeysyriaearthquake #turkey #syria #donate #help #emergency #emergencysupport https://t.co/5O9rhZQ0VQ","<a href=""https://social.zoho.com"" rel=""nofollow"">Zoho Social</a>",,"['earthquakerelief', 'earthquake', 'turkeysyriaearthquake', 'turkey', 'syria', 'donate', 'help', 'emergency', 'emergencysupport']",0,0
205,1631905845419331584,2023-03-04 06:34:07+00:00,TaawunT,"Taawun Trust appeal to everyone for help the people affected by the earthquakes in Turkey and Syria  and those who have lost everything in this terrible calamity. Donate at:  https://t.co/D4h6B4LFAp
#turkeyearthquake2023 #TurkeyEarthquake #ACFUSA #PrayForTurkey #WFP #NayelNassar https://t.co/1hoKQyUXl3","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,"['turkeyearthquake2023', 'TurkeyEarthquake', 'ACFUSA', 'PrayForTurkey', 'WFP', 'NayelNassar']",4,3
206,1631895801743167489,2023-03-04 05:54:12+00:00,GoDharmic,"Our relief efforts continue to serve the affected people in Turkey and Syria.

Read more about the relief efforts and situation here: https://t.co/cY0nQDTg9Y

#TurkeyEarthquake #Earthquake #godharmic #MakeADifference","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,"['TurkeyEarthquake', 'Earthquake', 'godharmic', 'MakeADifference']",1,0
207,1631884499347972096,2023-03-04 05:09:18+00:00,DhakaTribune,"The earthquake that struck on February 6 hit Turkey and Syria, devastating scores of cities and killing more than 50,000 people in both countries

Want to read more? Click in the link below 👇
https://t.co/Nqd7ZjBiLN

#TurkeySyriaearthquake #WorldBank #Earthquake https://t.co/ZkAGUnLIRH","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,"['TurkeySyriaearthquake', 'WorldBank', 'Earthquake']",3,0
208,1631875606161035268,2023-03-04 04:33:57+00:00,thenewsdrum,"Indian Americans raise over USD 300K for Turkiye and Syria earthquake relief victims

#India #America #Syria #Turkey #Earthquake #Relief #BAPS #TurkeySyriaEarthquake 
https://t.co/ZONkb7NrSr","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,"['India', 'America', 'Syria', 'Turkey', 'Earthquake', 'Relief', 'BAPS', 'TurkeySyriaEarthquake']",1,0
209,1631874811436716033,2023-03-04 04:30:48+00:00,salslovespink,"Check out dazed's video! #TikTok https://t.co/SgNMPDB1Cj
50,000 dead in Turkey/Syria earthquakes/millions homeless. And yet this narcissistic,elitist nonsense carries on regardless #TurkeyEarthquake #ParisFashionWeek2023 #UNHCR","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Place(id='01c7ed8caf11e8b2', fullName='Kensington, London', name='Kensington', type='city', country='United Kingdom', countryCode='GB')","['TikTok', 'TurkeyEarthquake', 'ParisFashionWeek2023', 'UNHCR']",0,0
210,1631872980874559490,2023-03-04 04:23:32+00:00,bshindinews,"Turkey और Syria में भूकंप पीड़ितों की मदद के लिए भारतीय-अमेरिकी समुदाय ने जुटाई धनराशि

#turkey #syria #earthquake #india #america #help #turkeysyriaearthquake #BusinessStandardHindi https://t.co/sOS4DSzAlQ","<a href=""https://www.echobox.com"" rel=""nofollow"">Echobox</a>",,"['turkey', 'syria', 'earthquake', 'india', 'america', 'help', 'turkeysyriaearthquake', 'BusinessStandardHindi']",0,0
211,1631829311878758401,2023-03-04 01:30:00+00:00,1MedyaNews,"📌The Kurdistan Red Crescent Society has updated its appeal to the international community for the aid campaign it launched to support victims of the recent earthquakes in Kurdish-majority regions of Turkey and Syria.

#Heyvasor

#TurkeySyriaEarthquake 

https://t.co/tp716D6h9y","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,"['Heyvasor', 'TurkeySyriaEarthquake']",2,0
212,1631829310633037826,2023-03-04 01:30:00+00:00,medyanews_,"📌The Kurdistan Red Crescent Society has updated its appeal to the international community for the aid campaign it launched to support victims of the recent earthquakes in Kurdish-majority regions of Turkey and Syria.

#Heyvasor

#TurkeySyriaEarthquake 

https://t.co/KxOQJhzpgr","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,"['Heyvasor', 'TurkeySyriaEarthquake']",4,3
213,1631794395547615234,2023-03-03 23:11:15+00:00,Fatihin_1453,"@updatesofHC @CavillSupport We appreciate that Henry Cavill provided $1 million in aid for the earthquake victims in Turkey and Syria.
Real Superman, not imaginary.
Modest, Generous and Good Hearted Man.

#HenryCavill 👏 #Superman ❤

#TurkeyEarthquake #earthquake
#Turkey 🇹🇷 #Syria 🇸🇾 https://t.co/m8h9nU0POI","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,"['HenryCavill', 'Superman', 'TurkeyEarthquake', 'earthquake', 'Turkey', 'Syria']",8,3
214,1631793363253903361,2023-03-03 23:07:09+00:00,Fatihin__1453,"@updatesofHC @CavillSupport We appreciate that Henry Cavill provided $1 million in aid for the earthquake victims in Turkey and Syria.
Real Superman, not imaginary.
Modest, Generous and Good Hearted Man.

#HenryCavill 👏 #Superman ❤

#TurkeyEarthquake #earthquake
#Turkey 🇹🇷 #Syria 🇸🇾 https://t.co/CZfR86SfxL","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,"['HenryCavill', 'Superman', 'TurkeyEarthquake', 'earthquake', 'Turkey', 'Syria']",2,0
215,1631791765748424706,2023-03-03 23:00:48+00:00,serdal_ikinci,"@updatesofHC @CavillSupport We appreciate that Henry Cavill provided $1 million in aid for the earthquake victims in Turkey and Syria.
Real Superman, not imaginary.
Modest, Generous and Good Hearted Man.

#HenryCavill 👏 #Superman ❤

#TurkeyEarthquake #earthquake
#Turkey 🇹🇷 #Syria 🇸🇾 https://t.co/uFAczUSyPS","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,"['HenryCavill', 'Superman', 'TurkeyEarthquake', 'earthquake', 'Turkey', 'Syria']",0,0
216,1631791140671221760,2023-03-03 22:58:19+00:00,Dubsy_chat,"I have just donated to pets fund with @petsinturkey to help the poor Dogs &amp; Cats trapped , starving and in need of shelter and love from Turkey/Syria's Earthquakes 🇹🇷 Pls Rt and help if you can! 😢 💔 #YNWA They all need our help x #TurkeySyriaEarthquake
https://t.co/dmpOuV6p34","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,"['YNWA', 'TurkeySyriaEarthquake']",8,9
217,1631761369795293184,2023-03-03 21:00:01+00:00,ASCOPost,Cancer Organizations Respond to Turkey and Syria Earthquakes https://t.co/gm8sqYyBy6 #TurkeySyriaEarthquake #cancer,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,"['TurkeySyriaEarthquake', 'cancer']",0,0
218,1631753810073755648,2023-03-03 20:29:59+00:00,SathishArya,"In Turkey, the earthquakes were followed by more than 2,100 aftershocks.

The seismic sequence was the result of shallow strike-slip faulting.

Here's a visual with all the significant earthquakes between 1900 and 2000. 

#TurkeyEarthquake  #SyriaEarthquake  #japanearthquake https://t.co/nWF49XfJlD","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,"['TurkeyEarthquake', 'SyriaEarthquake', 'japanearthquake']",0,0
219,1631746270447501345,2023-03-03 20:00:01+00:00,Drumadore1,"🥁Support our Fundraiser! 🥁

Come listen and enjoy the performance and donate to this urgent cause: Syria Turkey earthquake appeal via charity @irish_emergency_alliance ❤️

#tuam #donatenow #drumadore1 #fundraiserevent #galway #turkeyearthquake #drumtroupe https://t.co/ROEwAunp2J","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,"['tuam', 'donatenow', 'drumadore1', 'fundraiserevent', 'galway', 'turkeyearthquake', 'drumtroupe']",1,0
220,1631737426208235520,2023-03-03 19:24:53+00:00,Drumadore1,"🥁PERFORMANCE TIME🥁

📣Our talented Tuam Adult drum squad will be performing THIS SATURDAY at 2pm at the entrance to Tesco, Tuam !

For Syria-Turkey earthquake via charity @irish_emergency_alliance

#tuam #donatenow #drumadore1 #fundraiserevent #galway #turkeyearthquake #drum https://t.co/thsNlZeYAw","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,"['tuam', 'donatenow', 'drumadore1', 'fundraiserevent', 'galway', 'turkeyearthquake', 'drum']",1,0
221,1631717934698561536,2023-03-03 18:07:26+00:00,NAHAR_RELIEF,NAHAR has established a warehouse and distributed necessary clothes among the earthquake-affected people in Turkey. Please donate generously at- https://t.co/sN3V2CfFMX #naharrelief #TurkeyEarthquake #syriaearthquake https://t.co/PkraVZHL0f,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,"['naharrelief', 'TurkeyEarthquake', 'syriaearthquake']",0,0
222,1631699449582845974,2023-03-03 16:53:58+00:00,1MedyaNews,"📌The Kurdish Red Crescent society, Heyva Sor a Kurdistanê, repeats calls for donations to the fundraising campaign in support of earthquake victims in Turkey and Syria.

#Heyvasor | #TurkeySyriaEarthquake 
#Kurdistanearthquake 

https://t.co/tp716D5Jk0","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,"['Heyvasor', 'TurkeySyriaEarthquake', 'Kurdistanearthquake']",3,1
223,1631699372546064414,2023-03-03 16:53:40+00:00,medyanews_,"📌The Kurdish Red Crescent society, Heyva Sor a Kurdistanê, repeats calls for donations to the fundraising campaign in support of earthquake victims in Turkey and Syria.

#Heyvasor | #TurkeySyriaEarthquake 
#Kurdistanearthquake 

https://t.co/KxOQJhyRqT","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,"['Heyvasor', 'TurkeySyriaEarthquake', 'Kurdistanearthquake']",3,3
224,1631689570109489162,2023-03-03 16:14:43+00:00,LisaDietlin,Enjoyed appearing on  Business First AM with @AngieMiles talking about how to help the victims of the earthquakes in Turkey and Syria! #TurkeySyriaEarthquake #charity #makingadifference,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,"['TurkeySyriaEarthquake', 'charity', 'makingadifference']",1,1
225,1631684520750764033,2023-03-03 15:54:39+00:00,TheSATimes,"Indian physicians from New Jersey raise $213,000 for Turkey, Syria earthquake victims &gt;&gt; READ MORE &gt;&gt; https://t.co/MhYaV84VgN

#Diaspora #TurkeySyriaEarthquake https://t.co/RuvnkmHXh2","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,"['Diaspora', 'TurkeySyriaEarthquake']",0,0
226,1631673311297179649,2023-03-03 15:10:07+00:00,naziya_memon7,"I just published Turkey and Syria Suffer from Wave of Deadly Earthquakes #TurkeySyriaEarthquake
https://t.co/DEEI8v9JBo","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,['TurkeySyriaEarthquake'],1,0
227,1631655470506160128,2023-03-03 13:59:13+00:00,STC_Y1CF,"We have made our own aid boxes thinking about the people in Turkey 🇹🇷 and Syria 🇸🇾. Here is some of our work! #TurkeyEarthquake #SyriaEarthquake We wished we could send superheroes over to help rebuild homes, and give water, warmth and food! 🙏 🦸‍♂️ https://t.co/XJkjsRtlf8","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,"['TurkeyEarthquake', 'SyriaEarthquake']",2,0
228,1631621506651373571,2023-03-03 11:44:15+00:00,WoodlandGroup,"Thank you to all our Woodlanders, partners &amp; clients who donated emergency items to support the @Ford humanitarian drive. We're now on the road to deliver all goods to those affected by the earthquake in Syria &amp; Turkey. 
#wecare #wedeliver #aid #syriaearthquake #turkeyearthquake https://t.co/n1jiOx8sDQ","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,"['wecare', 'wedeliver', 'aid', 'syriaearthquake', 'turkeyearthquake']",7,3
229,1631621111820550144,2023-03-03 11:42:41+00:00,Kashish_IPGroup,"Kashish IP Group is pleased to share that we will be donating 30% of our Profits generated in the weeks leading up to Easter towards the Turkey-Syria Earthquake Appeal.

🔊 https://t.co/yBsNmF5nvZ

#turkeyearthquake #syriaearthquake #donations #turkeysyriaearthquake https://t.co/hfNMLVHGpz","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,"['turkeyearthquake', 'syriaearthquake', 'donations', 'turkeysyriaearthquake']",1,0
230,1631607166988697602,2023-03-03 10:47:17+00:00,MELIORAClNEMA,"Almost 4 weeks since the earthquake. Day 25 of demanding governments (and you!!!) to take action to help the people in turkey and Syria affected by the earthquakes. I have not planned on stopping to protest until further notice.

#TurkeySyriaEarthquake
#HelpTurkey #HelpSyria https://t.co/5Pfpw62PVt","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,"['TurkeySyriaEarthquake', 'HelpTurkey', 'HelpSyria']",8,15
231,1631602462485524480,2023-03-03 10:28:35+00:00,MuslimNetworkTV,"#news 

Turkey-Syria Earthquake Death Toll Surpasses 50,000. 
#TurkeySyriaEarthquake https://t.co/b7feKEYJJv","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,"['news', 'TurkeySyriaEarthquake']",56,22
232,1631600482946023425,2023-03-03 10:20:43+00:00,alkhairsea,"We've reached the hard-to-reach villages in many areas in Southern #Turkey &amp; Northern #Syria, to bring your donation for our unfortunate Brothers that affected by the #earthquake.

Keep send your best giving for humanity💙
https://t.co/Kd3PSvyCCy

#turkeyearthquake https://t.co/dhYPpu4org","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,"['Turkey', 'Syria', 'earthquake', 'turkeyearthquake']",4,3
233,1631599506625282048,2023-03-03 10:16:50+00:00,Cryptosy123,"In the wake of the devastating earthquakes that have ravaged Turkey and Syria, about $6 million in cryptocurrency has been donated to help support relief efforts.

#CryptoCommunity #TurkeySyriaEarthquake 

https://t.co/jujdw2KHwo","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,"['CryptoCommunity', 'TurkeySyriaEarthquake']",1,0
234,1631574349244403712,2023-03-03 08:36:52+00:00,Ankita20200,"Henry Cavill donated 1 Million $ to the earthquake zone in Turkey &amp; Syria. He also sent food, shelter and animal food to the region.#TurkeySyriaEarthquake #Turkey https://t.co/B3UxFWbqQN","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Place(id='2e6064382c71b343', fullName='Noida, India', name='Noida', type='city', country='India', countryCode='IN')","['TurkeySyriaEarthquake', 'Turkey']",7,1
235,1631572673783377922,2023-03-03 08:30:13+00:00,humanrights32,A dog is rescue in Syria turkey earthquake after 23 days. #earthquake #syriaturkey #Syria_earthquake #TurkeySyriaEarthquake #dog #rescue #photooftheday #dogsoftwitter #earthquaketurkey #turkiyeearthquake #turkish #news #latestnewsturkeysyria #latestnews #earthquakes #earth #fact https://t.co/nxjjxrbbzg,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,"['earthquake', 'syriaturkey', 'Syria_earthquake', 'TurkeySyriaEarthquake', 'dog', 'rescue', 'photooftheday', 'dogsoftwitter', 'earthquaketurkey', 'turkiyeearthquake', 'turkish', 'news', 'latestnewsturkeysyria', 'latestnews', 'earthquakes', 'earth', 'fact']",1,0
236,1631569561056100352,2023-03-03 08:17:51+00:00,fanyblogit,FANY - BLOG: Terremoto: bilancio provvisorio 50.000 vittime: https://t.co/TCl2pqxXTb #earthquake #Terremoto #TurkeySyriaEarthquake #Turkey #Syria #cartoon #fanyblog https://t.co/dV8kUczUKY,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,"['earthquake', 'Terremoto', 'TurkeySyriaEarthquake', 'Turkey', 'Syria', 'cartoon', 'fanyblog']",0,0
237,1631568661944074241,2023-03-03 08:14:16+00:00,fanyblogit,FANY - BLOG: Terremoto: bilancio provvisorio 50.000 vittime: https://t.co/TCl2pqxXTb #earthquake #Terremoto #TurkeySyriaEarthquake #Turkey #Syria #cartoon #fanyblog,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,"['earthquake', 'Terremoto', 'TurkeySyriaEarthquake', 'Turkey', 'Syria', 'cartoon', 'fanyblog']",0,0
238,1631565536671719425,2023-03-03 08:01:51+00:00,godwinschool,"Cake Sale!
🎂🍪🧁Reminder to all cake lovers! 📢 Our parents/carers have teamed up with our School Council to host a delicious cake sale today in aid of the DEC Turkey-Syria Earthquake Appeal. Satisfy your sweet tooth while helping others! #CakeSale #TurkeySyriaEarthquake #RRSA","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,"['CakeSale', 'TurkeySyriaEarthquake', 'RRSA']",0,0
239,1631565098916675585,2023-03-03 08:00:07+00:00,MatwprojectFR,"Help our brothers and sisters in Türkiye and Syria by donating towards relief efforts.

Donate @ https://t.co/8zb0dNAl9K  

#earthquakerelief #earthquake #turkeysyriaearthquake #turkey #syria #donate #help #emergency #emergencysupport https://t.co/OUjA29B9cc","<a href=""https://social.zoho.com"" rel=""nofollow"">Zoho Social</a>",,"['earthquakerelief', 'earthquake', 'turkeysyriaearthquake', 'turkey', 'syria', 'donate', 'help', 'emergency', 'emergencysupport']",0,1
240,1631565095133118464,2023-03-03 08:00:06+00:00,MatwprojectC,"Help our brothers and sisters in Türkiye and Syria by donating towards relief efforts.

Donate  @ https://t.co/oLD6lYT82K 

#earthquakerelief #earthquake #turkeysyriaearthquake #turkey #syria #donate #help #emergency #emergencysupport https://t.co/jCVEYnEb96","<a href=""https://social.zoho.com"" rel=""nofollow"">Zoho Social</a>",,"['earthquakerelief', 'earthquake', 'turkeysyriaearthquake', 'turkey', 'syria', 'donate', 'help', 'emergency', 'emergencysupport']",0,1
241,1631565093707325440,2023-03-03 08:00:06+00:00,Matwproject_ME,"Help our brothers and sisters in Türkiye and Syria by donating towards relief efforts.

Donate  @ https://t.co/KXTJINQfMD 

#earthquakerelief #earthquake #turkeysyriaearthquake #turkey #syria #donate #help #emergency #emergencysupport https://t.co/Nr00NYyn7z","<a href=""https://social.zoho.com"" rel=""nofollow"">Zoho Social</a>",,"['earthquakerelief', 'earthquake', 'turkeysyriaearthquake', 'turkey', 'syria', 'donate', 'help', 'emergency', 'emergencysupport']",0,1
242,1631565091660259331,2023-03-03 08:00:05+00:00,MATWProject_US,"Help our brothers and sisters in Türkiye  and Syria by donating towards relief efforts.

Donate @ https://t.co/TIK5nZ1Q7u 

#earthquakerelief #earthquake #turkeysyriaearthquake #turkey #syria #donate #help #emergency #emergencysupport https://t.co/Ar48jQuEdK","<a href=""https://social.zoho.com"" rel=""nofollow"">Zoho Social</a>",,"['earthquakerelief', 'earthquake', 'turkeysyriaearthquake', 'turkey', 'syria', 'donate', 'help', 'emergency', 'emergencysupport']",0,1
243,1631565090813095936,2023-03-03 08:00:05+00:00,MATWProjectUK,"Help our brothers and sisters in Türkiye and Syria by donating towards relief efforts.

Donate  @ https://t.co/iRgdeHcYDK 

#earthquakerelief #earthquake #turkeysyriaearthquake #turkey #syria #donate #help #emergency #emergencysupport https://t.co/pvtLfHvGfP","<a href=""https://social.zoho.com"" rel=""nofollow"">Zoho Social</a>",,"['earthquakerelief', 'earthquake', 'turkeysyriaearthquake', 'turkey', 'syria', 'donate', 'help', 'emergency', 'emergencysupport']",0,1
244,1631565090678874114,2023-03-03 08:00:05+00:00,MATW_Project,"Help our brothers and sisters in Türkiye  and Syria by donating towards relief efforts.

Donate @ https://t.co/RutRg7RQej 

#earthquakerelief #earthquake #turkeysyriaearthquake #turkey #syria #donate #help #emergency #emergencysupport https://t.co/3SxDiq7GCd","<a href=""https://social.zoho.com"" rel=""nofollow"">Zoho Social</a>",,"['earthquakerelief', 'earthquake', 'turkeysyriaearthquake', 'turkey', 'syria', 'donate', 'help', 'emergency', 'emergencysupport']",1,2
245,1631553657077391362,2023-03-03 07:14:39+00:00,MsZYounis1,"Today, our school council have arranged a 'This is me and I Care' day to raise money for the victims of the Turkey and Syria earthquake. 

We will all be wearing something that represents us and celebrating our uniqueness. 

#TurkeySyriaEarthquake 
#TogetherWeCan 
#edutwitter https://t.co/xbk7hhiKEw","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,"['TurkeySyriaEarthquake', 'TogetherWeCan', 'edutwitter']",4,0
246,1631553038845632517,2023-03-03 07:12:11+00:00,waahiidalikhan,#Turkey #Syria #Earthquake #turkeyearthquake #syriaearthquake #horse #viralvideos #waahiidalikhan #sshaawntv  @rwitcmumbai @RctcTurf @RaceMadras @RacingDubai @WHR @horseandhound https://t.co/j9TfV5RqVf,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Place(id='70957ac3123b3249', fullName='Kolkata, India', name='Kolkata', type='city', country='India', countryCode='IN')","['Turkey', 'Syria', 'Earthquake', 'turkeyearthquake', 'syriaearthquake', 'horse', 'viralvideos', 'waahiidalikhan', 'sshaawntv']",2,0
247,1631543520673816576,2023-03-03 06:34:22+00:00,TaawunT,"Please donate to help the earthquake relief efforts in Turkey and Syria! Link for donation: https://t.co/D4h6B4LFAp
#turkeyearthquake2023 #TurkeyEarthquake #Turkey #ACFUSA #PrayForTurkey #govtofsyria #Govtofturkey #redcrosssociety #UNO #unisef #deprem #i̇stanbul #GovtofSyria https://t.co/04yc4JZuCp","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,"['turkeyearthquake2023', 'TurkeyEarthquake', 'Turkey', 'ACFUSA', 'PrayForTurkey', 'govtofsyria', 'Govtofturkey', 'redcrosssociety', 'UNO', 'unisef', 'deprem', 'i̇stanbul', 'GovtofSyria']",3,2
248,1631493195526799362,2023-03-03 03:14:24+00:00,openmapping_ap,"Join today 'Data in Crises: Responding to the Earthquakes in Turkey and Syria'. @canunen, our OpenStreetMap Trainer, is on the panel &amp; will be discussing how data is being used for disaster relief response in the #TurkeySyriaEarthquake.

https://t.co/So80OHdWIT","<a href=""https://app.agorapulse.com"" rel=""nofollow"">Agorapulse app</a>",,['TurkeySyriaEarthquake'],0,0
249,1631464501408088064,2023-03-03 01:20:22+00:00,SinisterDev85,"Hey everyone! @humble is doing an awesome fundraiser to help Turkey and Syria in the earthquake recovery!
You can get 69 games for $30! The offer doesn't last long so jump on it if you can! #TurkeySyriaEarthquake #TurkeySyriaEarthquake2023
https://t.co/bkaellT8Sp","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,"['TurkeySyriaEarthquake', 'TurkeySyriaEarthquake2023']",3,0
250,1631441392164565000,2023-03-02 23:48:33+00:00,AnimalWelfareIE,"How incredible! 🐎https://t.co/USEhZxp2BS
#TurkeySyriaEarthquake 
#TurkeyQuake 
#Turkey 
#Syria_earthquake 
#Syria https://t.co/vVA8wYhp0i","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,"['TurkeySyriaEarthquake', 'TurkeyQuake', 'Turkey', 'Syria_earthquake', 'Syria']",3,1
251,1631433663526076416,2023-03-02 23:17:50+00:00,DerekGerhard15,"As the death toll from the recent earthquakes that decimated parts of Turkey and Syria on February 6 continues to rise — now exceeding 50,000 — skeptics of the mainstream narrative, such as ... #turkey #syria #TurkeyEarthquake #WorldNews #newstoday #news https://t.co/soMGs2IoPA","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,"['turkey', 'syria', 'TurkeyEarthquake', 'WorldNews', 'newstoday', 'news']",0,0
252,1631429178271862785,2023-03-02 23:00:01+00:00,NewAmericanMag,"As the death toll from the recent earthquakes that decimated parts of Turkey and Syria on February 6 continues to rise — now exceeding 50,000 — skeptics of the mainstream narrative, such as ... #turkey #syria #TurkeyEarthquake #WorldNews #newstoday #news
https://t.co/i1wR5WmSbM","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,"['turkey', 'syria', 'TurkeyEarthquake', 'WorldNews', 'newstoday', 'news']",1,0
253,1631415990276816896,2023-03-02 22:07:36+00:00,lildustbrb,Help a family impacted by the Earthquake Disaster #Syria #Turkey #Turkey_earthquake #turkeyearthquake2023 #TurkeyEarthquake #TurkeyAndSyriaEarthquake #SyriaEarthquake #syrianeedshelp https://t.co/Dc0SYYiJgZ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,"['Syria', 'Turkey', 'Turkey_earthquake', 'turkeyearthquake2023', 'TurkeyEarthquake', 'TurkeyAndSyriaEarthquake', 'SyriaEarthquake', 'syrianeedshelp']",0,0
254,1631396418517606436,2023-03-02 20:49:50+00:00,HighfieldPrep,"Delighted to donate £681.96 from the bake sale to @MaidenheadRotary Turkey Syria Earthquake appeal
#turkeysyriaearthquake #rotary #charity #community #maidenhead @chatsworthschls @maidenheadrotary @MaidenheadAds @chatsworthschls https://t.co/QD8lGZMRe1","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,"['turkeysyriaearthquake', 'rotary', 'charity', 'community', 'maidenhead']",15,2
255,1631383449129852949,2023-03-02 19:58:18+00:00,TSAPSU,"Thank you to everyone that came out to our table at We Are The World event! We appreciate everyone that wanted to learn about Turkish culture and more on the earthquake that hit Turkey and Syria. 
Thank you @PSUISC for this great event!
#TurkeySyriaEarthquake #TSA #PennState https://t.co/59WckLTffO","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,"['TurkeySyriaEarthquake', 'TSA', 'PennState']",3,1
